Date,Close,Open,High,Low,Volume
2015-01-13,45.89,45.69,46.79,44.2,476541.0
2015-01-14,48.48,46.16,48.91,45.01,510252.0
2015-01-15,46.25,48.6,51.27,46.07,478340.0
2015-01-16,48.69,46.35,48.87,45.95,175626.0
2015-01-17,48.11,46.93,48.84,45.94,241442.5
2015-01-18,47.54,47.52,48.82,45.92,307259.0
2015-01-19,46.96,48.1,48.79,45.9,373075.5
2015-01-20,46.39,48.69,48.77,45.89,438892.0
2015-01-21,47.78,46.69,48.2,46.55,340252.0
2015-01-22,46.31,47.35,49.09,45.87,426829.0
2015-01-23,45.59,46.63,47.76,45.21,374289.0
2015-01-24,45.44,46.15,47.31,44.92,353072.0
2015-01-25,45.3,45.68,46.86,44.64,331855.0
2015-01-26,45.15,45.2,46.41,44.35,310638.0
2015-01-27,46.23,45.13,46.55,44.81,313141.0
2015-01-28,44.45,45.83,45.83,44.08,365440.0
2015-01-29,44.53,44.43,44.96,43.58,300732.0
2015-01-30,48.24,44.63,48.35,44.31,454142.0
2015-01-31,48.68,45.62,49.09,45.1,473231.0
2015-02-01,49.13,46.6,49.82,45.88,492320.0
2015-02-02,49.57,47.59,50.56,46.67,511409.0
2015-02-03,53.05,49.79,54.24,49.69,644919.0
2015-02-04,48.45,51.67,52.56,47.95,577515.0
2015-02-05,50.48,48.67,52.1,47.36,596851.0
2015-02-06,51.69,50.86,53.16,50.72,584976.0
2015-02-07,52.08,51.24,53.44,51.03,568772.0
2015-02-08,52.47,51.63,53.71,51.34,552568.0
2015-02-09,52.86,52.01,53.99,51.65,536364.0
2015-02-10,50.02,52.43,52.65,49.86,501701.0
2015-02-11,48.84,50.98,51.14,48.05,519272.0
2015-02-12,51.21,49.42,51.6,49.14,563662.0
2015-02-13,52.78,51.35,53.43,51.03,437072.0
2015-02-14,52.97,51.7,53.61,50.97,457503.75
2015-02-15,53.15,52.05,53.79,50.92,477935.5
2015-02-16,53.34,52.4,53.97,50.87,498367.25
2015-02-17,53.53,52.75,54.15,50.81,518799.0
2015-02-18,52.14,53.24,53.41,50.32,257476.0
2015-02-19,51.16,50.55,52.14,49.15,125210.0
2015-02-20,50.34,51.24,51.85,49.91,366125.0
2015-02-21,50.04,51.08,51.56,49.5,402544.33
2015-02-22,49.75,50.91,51.28,49.08,438963.67
2015-02-23,49.45,50.75,50.99,48.67,475383.0
2015-02-24,49.28,49.42,50.33,48.68,293101.0
2015-02-25,50.99,49.16,51.28,48.43,429524.0
2015-02-26,48.17,51.0,51.22,47.8,459584.0
2015-02-27,49.76,48.97,49.94,48.46,399494.0
2015-02-28,49.7,49.13,50.31,48.54,408721.67
2015-03-01,49.65,49.29,50.67,48.63,417949.33
2015-03-02,49.59,49.45,51.04,48.71,427177.0
2015-03-03,50.52,49.8,50.83,49.45,370597.0
2015-03-04,51.53,50.61,51.99,49.6,463989.0
2015-03-05,50.76,51.62,52.4,50.61,370953.0
2015-03-06,49.61,50.89,51.22,48.88,406840.0
2015-03-07,49.74,50.46,51.08,49.0,407852.33
2015-03-08,49.87,50.03,50.93,49.13,408864.67
2015-03-09,50.0,49.6,50.79,49.25,409877.0
2015-03-10,48.29,50.08,50.36,48.2,395761.0
2015-03-11,48.17,48.77,49.05,47.33,404590.0
2015-03-12,47.05,48.44,48.76,46.86,358381.0
2015-03-13,44.84,46.93,47.28,44.75,395722.0
2015-03-14,44.52,46.22,46.52,44.12,386348.0
2015-03-15,44.2,45.52,45.76,43.48,376974.0
2015-03-16,43.88,44.81,45.0,42.85,367600.0
2015-03-17,43.46,43.84,44.2,42.41,346310.0
2015-03-18,44.66,42.51,45.34,42.03,220638.0
2015-03-19,43.96,44.6,44.71,42.75,106907.0
2015-03-20,45.72,43.99,46.53,43.31,379180.0
2015-03-21,46.3,44.8,46.89,43.98,350259.0
2015-03-22,46.87,45.6,47.25,44.66,321338.0
2015-03-23,47.45,46.41,47.61,45.33,292417.0
2015-03-24,47.51,47.46,48.56,46.67,309553.0
2015-03-25,49.21,47.72,49.46,47.0,398795.0
2015-03-26,51.43,49.02,52.48,48.73,515277.0
2015-03-27,48.87,51.01,51.38,48.21,384092.0
2015-03-28,48.81,50.2,50.64,48.01,374683.33
2015-03-29,48.74,49.38,49.9,47.81,365274.67
2015-03-30,48.68,48.57,49.16,47.61,355866.0
2015-03-31,47.6,48.73,48.73,47.28,365748.0
2015-04-01,50.09,47.55,50.45,47.05,451104.0
2015-04-02,49.14,49.59,50.27,48.11,453394.0
2015-04-03,49.89,49.56,50.76,48.45,421366.0
2015-04-04,50.64,49.53,51.26,48.79,389338.0
2015-04-05,51.39,49.5,51.75,49.13,357310.0
2015-04-06,52.14,49.47,52.24,49.47,325282.0
2015-04-07,53.98,51.95,54.13,51.17,548870.0
2015-04-08,50.42,53.18,53.23,50.37,552627.0
2015-04-09,50.79,51.0,52.07,50.51,449531.0
2015-04-10,51.64,50.73,51.93,50.08,395135.0
2015-04-11,51.73,51.09,52.32,50.54,388601.33
2015-04-12,51.82,51.45,52.71,51.01,382067.67
2015-04-13,51.91,51.81,53.1,51.47,375534.0
2015-04-14,53.29,52.05,53.79,51.83,431026.0
2015-04-15,56.39,53.55,56.69,53.39,508904.0
2015-04-16,56.71,55.92,57.42,55.07,413134.0
2015-04-17,55.74,56.56,56.88,55.31,230623.0
2015-04-18,55.95,56.43,56.98,55.16,191209.33
2015-04-19,56.17,56.29,57.07,55.0,151795.67
2015-04-20,56.38,56.16,57.17,54.85,112382.0
2015-04-21,55.26,56.41,56.91,55.01,354244.0
2015-04-22,56.16,56.34,57.19,55.73,329631.0
2015-04-23,57.74,56.28,58.41,55.76,415569.0
2015-04-24,57.15,57.53,57.95,56.5,328322.0
2015-04-25,57.1,57.45,57.93,56.51,302400.67
2015-04-26,57.04,57.38,57.91,56.51,276479.33
2015-04-27,56.99,57.3,57.89,56.52,250558.0
2015-04-28,57.06,56.65,57.83,56.07,281864.0
2015-04-29,58.58,56.93,59.33,56.54,411097.0
2015-04-30,59.63,58.55,59.85,58.38,340322.0
2015-05-01,59.15,59.79,59.9,58.32,244753.0
2015-05-02,59.08,59.63,59.84,58.36,234850.67
2015-05-03,59.0,59.46,59.79,58.41,224948.33
2015-05-04,58.93,59.3,59.73,58.45,215046.0
2015-05-05,60.4,58.95,61.1,58.63,389743.0
2015-05-06,60.93,60.72,62.58,60.54,423583.0
2015-05-07,58.94,60.69,61.31,58.49,437022.0
2015-05-08,59.39,59.02,59.9,58.14,434575.0
2015-05-09,59.34,59.16,59.88,58.34,400614.67
2015-05-10,59.3,59.29,59.87,58.55,366654.33
2015-05-11,59.25,59.43,59.85,58.75,332694.0
2015-05-12,60.75,59.27,61.36,59.12,397345.0
2015-05-13,60.5,61.23,61.85,60.02,426835.0
2015-05-14,59.88,60.1,60.84,59.36,361432.0
2015-05-15,59.69,59.67,59.97,58.42,222089.0
2015-05-16,59.6,59.73,60.27,58.63,196189.0
2015-05-17,59.52,59.79,60.58,58.85,170289.0
2015-05-18,59.43,59.85,60.88,59.06,144389.0
2015-05-19,57.26,59.54,59.63,57.09,336779.0
2015-05-20,58.98,58.32,59.04,58.1,287129.0
2015-05-21,60.72,58.81,60.94,58.69,329765.0
2015-05-22,59.72,60.66,60.8,59.35,230307.0
2015-05-23,59.3,60.51,60.66,58.94,255262.25
2015-05-24,58.88,60.35,60.52,58.53,280217.5
2015-05-25,58.45,60.2,60.39,58.12,305172.75
2015-05-26,58.03,60.05,60.25,57.71,330128.0
2015-05-27,57.51,58.32,58.95,57.36,314917.0
2015-05-28,57.68,57.63,58.07,56.51,340682.0
2015-05-29,60.3,57.97,60.7,57.72,452222.0
2015-05-30,60.27,58.74,60.68,58.26,398877.67
2015-05-31,60.23,59.52,60.66,58.79,345533.33
2015-06-01,60.2,60.29,60.64,59.33,292189.0
2015-06-02,61.26,60.18,61.58,60.09,344508.0
2015-06-03,59.64,61.02,61.43,59.34,371298.0
2015-06-04,58.0,59.57,59.94,57.83,363345.0
2015-06-05,59.13,57.99,59.23,56.83,461016.0
2015-06-06,58.8,58.31,59.2,57.17,420625.67
2015-06-07,58.47,58.64,59.16,57.52,380235.33
2015-06-08,58.14,58.96,59.13,57.86,339845.0
2015-06-09,60.14,58.31,60.68,58.23,405486.0
2015-06-10,61.43,60.58,61.82,60.45,459765.0
2015-06-11,60.77,61.14,61.53,60.21,352421.0
2015-06-12,59.96,60.55,60.63,59.73,246898.0
2015-06-13,59.81,60.33,60.41,59.4,256327.67
2015-06-14,59.67,60.12,60.2,59.06,265757.33
2015-06-15,59.52,59.9,59.98,58.73,275187.0
2015-06-16,59.97,59.6,60.37,59.42,233935.0
2015-06-17,59.92,60.03,61.38,58.85,396155.0
2015-06-18,60.45,59.78,60.89,59.25,181875.0
2015-06-19,59.61,60.5,60.56,58.88,116656.0
2015-06-20,59.63,60.15,60.47,58.9,162872.67
2015-06-21,59.66,59.79,60.39,58.91,209089.33
2015-06-22,59.68,59.44,60.3,58.93,255306.0
2015-06-23,61.01,60.21,61.49,59.55,336224.0
2015-06-24,60.27,61.14,61.57,59.8,312985.0
2015-06-25,59.7,60.22,60.46,59.43,222341.0
2015-06-26,59.63,59.66,59.96,58.76,231957.0
2015-06-27,59.2,59.39,59.73,58.52,249983.0
2015-06-28,58.76,59.11,59.5,58.28,268009.0
2015-06-29,58.33,58.84,59.27,58.04,286035.0
2015-06-30,59.47,58.27,59.69,57.94,282475.0
2015-07-01,56.96,58.98,58.98,56.68,373405.0
2015-07-02,56.93,56.87,57.95,56.5,297050.0
2015-07-03,55.83,56.38,57.3,55.48,357939.5
2015-07-04,54.73,55.89,56.65,54.46,418829.0
2015-07-05,53.63,55.39,55.99,53.43,479718.5
2015-07-06,52.53,54.9,55.34,52.41,540608.0
2015-07-07,52.33,52.75,53.43,50.58,527267.0
2015-07-08,51.65,52.91,52.96,50.91,434752.0
2015-07-09,52.78,51.83,53.54,51.48,382334.0
2015-07-10,52.74,52.48,53.89,51.96,349075.0
2015-07-11,52.56,52.37,53.65,51.73,352542.33
2015-07-12,52.38,52.26,53.41,51.49,356009.67
2015-07-13,52.2,52.15,53.17,51.26,359477.0
2015-07-14,53.04,52.0,53.43,50.88,422756.0
2015-07-15,51.41,53.4,53.5,51.21,334563.0
2015-07-16,50.91,51.62,52.17,50.84,319167.0
2015-07-17,50.89,50.91,51.23,50.14,203485.0
2015-07-18,50.64,50.86,51.24,50.04,169855.67
2015-07-19,50.4,50.81,51.25,49.95,136226.33
2015-07-20,50.15,50.76,51.26,49.85,102597.0
2015-07-21,50.36,49.95,51.02,49.77,254321.0
2015-07-22,49.19,50.71,50.71,49.04,347986.0
2015-07-23,48.45,49.23,49.63,48.21,316060.0
2015-07-24,48.14,48.79,49.03,47.72,278233.0
2015-07-25,47.89,48.53,48.75,47.45,276693.33
2015-07-26,47.64,48.26,48.48,47.18,275153.67
2015-07-27,47.39,48.0,48.2,46.91,273614.0
2015-07-28,47.98,47.02,48.44,46.68,338107.0
2015-07-29,48.79,47.81,49.52,47.39,366893.0
2015-07-30,48.52,48.83,49.36,48.34,247662.0
2015-07-31,47.12,48.47,48.62,46.7,334474.0
2015-08-01,46.47,47.93,48.06,46.16,346677.67
2015-08-02,45.82,47.4,47.5,45.62,358881.33
2015-08-03,45.17,46.86,46.94,45.08,371085.0
2015-08-04,45.74,45.35,46.23,45.29,285786.0
2015-08-05,45.15,45.96,46.7,44.83,367326.0
2015-08-06,44.66,45.16,45.27,44.2,360977.0
2015-08-07,43.87,44.82,45.16,43.7,400070.0
2015-08-08,44.23,44.41,45.11,43.58,430524.33
2015-08-09,44.6,43.99,45.06,43.47,460978.67
2015-08-10,44.96,43.58,45.01,43.35,491433.0
2015-08-11,43.08,44.81,45.34,42.69,538005.0
2015-08-12,43.3,43.27,43.87,42.8,492271.0
2015-08-13,42.23,43.34,43.72,41.91,420146.0
2015-08-14,42.5,42.23,42.96,41.35,317211.0
2015-08-15,42.29,42.21,42.87,41.45,316232.33
2015-08-16,42.08,42.2,42.78,41.54,315253.67
2015-08-17,41.87,42.18,42.69,41.64,314275.0
2015-08-18,42.62,41.88,42.9,41.43,200185.0
2015-08-19,40.8,42.41,42.68,40.4,107578.0
2015-08-20,41.14,40.58,41.48,40.21,380433.0
2015-08-21,40.45,41.03,41.4,39.86,377181.0
2015-08-22,39.71,40.79,41.09,39.16,407576.0
2015-08-23,38.98,40.54,40.78,38.45,437971.0
2015-08-24,38.24,40.3,40.47,37.75,468366.0
2015-08-25,39.31,38.18,39.89,38.16,375650.0
2015-08-26,38.6,39.69,39.86,38.52,368722.0
2015-08-27,42.56,38.96,42.86,38.95,533682.0
2015-08-28,45.22,42.68,45.9,41.78,666328.0
2015-08-29,46.55,43.45,47.04,42.39,696719.67
2015-08-30,47.87,44.23,48.19,42.99,727111.33
2015-08-31,49.2,45.0,49.33,43.6,757503.0
2015-09-01,45.41,48.1,48.87,44.15,713418.0
2015-09-02,46.25,44.26,46.77,43.21,689301.0
2015-09-03,46.75,46.11,48.42,45.65,539450.0
2015-09-04,46.05,46.68,47.23,45.61,385631.0
2015-09-05,46.02,46.46,47.02,45.24,416427.0
2015-09-06,45.99,46.25,46.82,44.88,447223.0
2015-09-07,45.97,46.04,46.61,44.51,478019.0
2015-09-08,45.94,45.82,46.41,44.14,508815.0
2015-09-09,44.15,45.79,46.26,44.05,422735.0
2015-09-10,45.92,44.16,46.04,43.36,498992.0
2015-09-11,44.63,45.71,45.88,44.16,395838.0
2015-09-12,44.42,45.4,45.58,43.97,372648.33
2015-09-13,44.21,45.09,45.27,43.78,349458.67
2015-09-14,44.0,44.78,44.97,43.59,326269.0
2015-09-15,44.59,44.11,45.25,43.92,335953.0
2015-09-16,47.15,45.16,47.35,44.82,421981.0
2015-09-17,46.9,47.13,47.71,46.33,366390.0
2015-09-18,44.68,46.89,47.03,44.24,211301.0
2015-09-19,45.35,46.25,46.93,44.39,175710.0
2015-09-20,46.01,45.61,46.84,44.54,140119.0
2015-09-21,46.68,44.97,46.74,44.69,104528.0
2015-09-22,45.83,46.45,46.48,45.14,345875.0
2015-09-23,44.48,46.54,47.15,44.41,411957.0
2015-09-24,44.91,44.62,45.18,43.71,371976.0
2015-09-25,45.7,45.05,46.38,44.86,338622.0
2015-09-26,45.28,45.16,46.09,44.67,317050.0
2015-09-27,44.85,45.27,45.79,44.49,295478.0
2015-09-28,44.43,45.38,45.5,44.3,273906.0
2015-09-29,45.23,44.5,45.7,44.3,265176.0
2015-09-30,45.09,44.92,45.85,44.68,355853.0
2015-10-01,44.74,45.38,47.1,44.63,478979.0
2015-10-02,45.54,45.07,45.81,43.97,420740.0
2015-10-03,45.78,45.26,46.19,44.38,388180.33
2015-10-04,46.02,45.46,46.56,44.8,355620.67
2015-10-05,46.26,45.65,46.94,45.21,323061.0
2015-10-06,48.53,46.2,49.08,45.73,453101.0
2015-10-07,47.81,49.0,49.71,47.7,547488.0
2015-10-08,49.43,48.11,50.07,47.76,509760.0
2015-10-09,49.63,49.69,50.92,49.17,508680.0
2015-10-10,48.79,49.63,50.66,48.46,475341.0
2015-10-11,47.94,49.57,50.39,47.75,442002.0
2015-10-12,47.1,49.51,50.13,47.04,408663.0
2015-10-13,46.66,47.46,48.43,46.44,465388.0
2015-10-14,46.64,46.69,46.96,45.94,348241.0
2015-10-15,46.38,46.28,47.02,45.23,370940.0
2015-10-16,47.26,46.87,47.5,46.16,198127.0
2015-10-17,46.8,47.0,47.5,46.06,174031.33
2015-10-18,46.35,47.14,47.49,45.95,149935.67
2015-10-19,45.89,47.27,47.49,45.85,125840.0
2015-10-20,45.55,46.25,46.52,45.23,361314.0
2015-10-21,45.2,45.88,46.08,44.86,384288.0
2015-10-22,45.38,45.27,46.1,44.9,322742.0
2015-10-23,44.6,45.44,45.75,44.2,406577.0
2015-10-24,44.39,45.21,45.48,44.01,371746.0
2015-10-25,44.19,44.97,45.21,43.83,336915.0
2015-10-26,43.98,44.74,44.94,43.64,302084.0
2015-10-27,43.2,43.78,43.91,42.58,370825.0
2015-10-28,45.94,43.44,46.22,43.06,521518.0
2015-10-29,46.06,46.06,46.79,45.16,436513.0
2015-10-30,46.59,45.74,47.03,45.48,363307.0
2015-10-31,46.44,45.97,46.93,45.51,344044.0
2015-11-01,46.29,46.2,46.83,45.53,324781.0
2015-11-02,46.14,46.43,46.73,45.56,305518.0
2015-11-03,47.9,46.11,48.36,45.96,434574.0
2015-11-04,46.32,47.74,48.28,46.17,459307.0
2015-11-05,45.2,46.57,46.65,45.12,437646.0
2015-11-06,44.29,45.41,45.64,44.11,448133.0
2015-11-07,44.15,45.11,45.47,43.95,461419.33
2015-11-08,44.01,44.82,45.29,43.8,474705.67
2015-11-09,43.87,44.52,45.12,43.64,487992.0
2015-11-10,44.21,44.1,44.76,43.57,445973.0
2015-11-11,42.93,43.63,44.11,42.62,502371.0
2015-11-12,41.75,43.05,43.33,41.54,545351.0
2015-11-13,40.74,41.61,42.84,40.22,480893.0
2015-11-14,41.07,41.38,42.64,40.17,498988.33
2015-11-15,41.41,41.15,42.45,40.11,517083.67
2015-11-16,41.74,40.92,42.25,40.06,535179.0
2015-11-17,40.67,41.96,42.03,40.58,363714.0
2015-11-18,40.75,41.11,41.55,39.91,251518.0
2015-11-19,40.54,40.72,41.05,39.89,131356.0
2015-11-20,40.39,40.54,40.99,38.99,432642.0
2015-11-21,40.84,40.86,41.58,39.46,460491.33
2015-11-22,41.3,41.17,42.16,39.94,488340.67
2015-11-23,41.75,41.49,42.75,40.41,516190.0
2015-11-24,42.87,42.04,43.46,41.86,430304.0
2015-11-25,43.04,42.69,43.25,41.72,383158.0
2015-11-26,42.38,42.97,43.27,41.69,349816.5
2015-11-27,41.71,43.25,43.3,41.67,316475.0
2015-11-28,41.69,42.76,43.07,41.61,334153.0
2015-11-29,41.67,42.26,42.84,41.56,351831.0
2015-11-30,41.65,41.77,42.61,41.5,369509.0
2015-12-01,41.85,41.73,42.23,41.17,415537.0
2015-12-02,39.94,41.69,41.97,39.84,545289.0
2015-12-03,41.08,40.15,41.78,40.07,496884.0
2015-12-04,39.97,41.31,42.0,39.6,510758.0
2015-12-05,39.2,40.91,41.38,38.9,552309.67
2015-12-06,38.42,40.5,40.77,38.2,593861.33
2015-12-07,37.65,40.1,40.15,37.5,635413.0
2015-12-08,37.51,37.68,38.58,36.64,767184.0
2015-12-09,37.16,37.86,38.99,36.87,646166.0
2015-12-10,36.76,37.27,37.54,36.38,513940.0
2015-12-11,35.62,36.63,36.84,35.16,505406.0
2015-12-12,35.85,36.22,36.79,34.95,520429.33
2015-12-13,36.08,35.81,36.75,34.74,535452.67
2015-12-14,36.31,35.4,36.7,34.53,550476.0
2015-12-15,37.35,36.32,37.88,36.03,474159.0
2015-12-16,35.52,36.79,37.35,35.29,402967.0
2015-12-17,34.95,35.8,35.84,34.63,196227.0
2015-12-18,34.73,34.87,35.57,34.29,116038.0
2015-12-19,34.73,34.77,35.33,34.19,176718.67
2015-12-20,34.74,34.68,35.1,34.08,237399.33
2015-12-21,34.74,34.58,34.86,33.98,298080.0
2015-12-22,36.14,35.8,36.54,35.66,302263.0
2015-12-23,37.5,36.47,37.95,36.28,374658.0
2015-12-24,38.1,37.86,38.28,37.38,205873.0
2015-12-25,37.78,37.9,38.23,37.19,209565.75
2015-12-26,37.45,37.93,38.18,36.99,213258.5
2015-12-27,37.13,37.97,38.14,36.79,216951.25
2015-12-28,36.81,38.0,38.09,36.6,220644.0
2015-12-29,37.87,36.7,37.94,36.66,241945.0
2015-12-30,36.6,37.36,37.4,36.4,267912.0
2015-12-31,37.04,36.81,37.79,36.22,283623.0
2016-01-01,36.97,37.01,37.94,36.25,320713.5
2016-01-02,36.9,37.2,38.09,36.28,357804.0
2016-01-03,36.83,37.4,38.24,36.3,394894.5
2016-01-04,36.76,37.6,38.39,36.33,431985.0
2016-01-05,35.97,36.9,37.1,35.74,410131.0
2016-01-06,33.97,36.18,36.39,33.77,563811.0
2016-01-07,33.27,34.09,34.26,32.1,617409.0
2016-01-08,33.16,33.3,34.34,32.64,596496.0
2016-01-09,32.58,33.18,33.96,32.05,613877.33
2016-01-10,31.99,33.06,33.58,31.47,631258.67
2016-01-11,31.41,32.94,33.2,30.88,648640.0
2016-01-12,30.44,31.11,32.21,29.93,627218.0
2016-01-13,30.48,30.54,31.71,30.1,637903.0
2016-01-14,31.2,30.6,31.77,30.28,537906.0
2016-01-15,29.42,31.18,31.18,29.13,329094.0
2016-01-16,29.18,30.69,30.94,28.9,293827.0
2016-01-17,28.94,30.19,30.69,28.67,258560.0
2016-01-18,28.7,29.7,30.45,28.44,223293.0
2016-01-19,28.46,29.2,30.21,28.21,188026.0
2016-01-20,26.55,28.33,28.58,26.19,690039.0
2016-01-21,29.53,28.35,30.25,27.87,694040.0
2016-01-22,32.19,29.84,32.35,29.53,636573.0
2016-01-23,31.57,30.58,32.48,29.58,626679.33
2016-01-24,30.96,31.31,32.61,29.63,616785.67
2016-01-25,30.34,32.05,32.74,29.68,606892.0
2016-01-26,31.45,29.81,32.41,29.25,642432.0
2016-01-27,32.3,30.55,32.84,30.14,738551.0
2016-01-28,33.22,32.19,34.82,31.74,833378.0
2016-01-29,33.62,33.7,34.4,32.65,618110.0
2016-01-30,32.95,33.74,34.33,32.2,610610.67
2016-01-31,32.29,33.79,34.25,31.74,603111.33
2016-02-01,31.62,33.83,34.18,31.29,595612.0
2016-02-02,29.88,31.37,31.53,29.57,602564.0
2016-02-03,32.28,29.75,32.75,29.4,811699.0
2016-02-04,31.72,32.71,33.6,31.53,696721.0
2016-02-05,30.89,31.64,32.45,30.63,616531.0
2016-02-06,30.49,31.42,32.09,30.28,612236.0
2016-02-07,30.09,31.19,31.74,29.92,607941.0
2016-02-08,29.69,30.97,31.38,29.57,603646.0
2016-02-09,27.94,30.17,30.61,27.74,738219.0
2016-02-10,27.45,28.36,29.22,27.24,781280.0
2016-02-11,26.21,27.34,27.48,26.05,795965.0
2016-02-12,29.44,27.3,29.66,26.95,675157.0
2016-02-13,29.34,27.74,30.13,27.39,669356.75
2016-02-14,29.24,28.19,30.6,27.83,663556.5
2016-02-15,29.14,28.63,31.06,28.26,657756.25
2016-02-16,29.04,29.08,31.53,28.7,651956.0
2016-02-17,30.66,29.14,31.49,28.73,578639.0
2016-02-18,30.77,31.35,31.98,30.27,225497.0
2016-02-19,29.64,30.6,30.73,29.05,103202.0
2016-02-20,30.25,30.31,31.17,29.19,242473.33
2016-02-21,30.87,30.01,31.61,29.34,381744.67
2016-02-22,31.48,29.72,32.05,29.48,521016.0
2016-02-23,31.87,33.34,33.53,31.22,539379.0
2016-02-24,32.15,31.28,32.4,30.56,652245.0
2016-02-25,33.07,32.19,33.49,31.07,611874.0
2016-02-26,32.78,33.04,34.69,32.64,646294.0
2016-02-27,33.1,32.93,34.45,32.53,601685.33
2016-02-28,33.43,32.83,34.22,32.43,557076.67
2016-02-29,33.75,32.72,33.98,32.32,512468.0
2016-03-01,34.4,33.9,34.76,33.37,566226.0
2016-03-02,34.66,33.89,35.17,33.55,597834.0
2016-03-03,34.57,34.73,35.32,34.19,512962.0
2016-03-04,35.92,34.66,36.34,34.4,578290.0
2016-03-05,36.58,35.17,36.93,34.96,622150.0
2016-03-06,37.24,35.69,37.52,35.53,666010.0
2016-03-07,37.9,36.2,38.11,36.09,709870.0
2016-03-08,36.5,37.94,38.39,36.12,706933.0
2016-03-09,38.29,36.36,38.51,36.24,740632.0
2016-03-10,37.84,38.17,38.48,37.21,701435.0
2016-03-11,38.5,37.99,39.02,37.92,564791.0
2016-03-12,38.06,38.05,38.94,37.51,539840.0
2016-03-13,37.62,38.11,38.85,37.09,514889.0
2016-03-14,37.18,38.17,38.77,36.68,489938.0
2016-03-15,36.34,37.37,37.4,35.96,446100.0
2016-03-16,38.46,36.74,38.63,36.61,494174.0
2016-03-17,40.2,38.59,40.36,38.47,298013.0
2016-03-18,39.44,40.25,41.2,39.15,130151.0
2016-03-19,39.6,39.85,40.9,38.97,246546.33
2016-03-20,39.75,39.46,40.6,38.79,362941.67
2016-03-21,39.91,39.06,40.3,38.61,479337.0
2016-03-22,41.45,41.59,41.9,40.77,463693.0
2016-03-23,39.79,41.19,41.34,39.67,492003.0
2016-03-24,39.46,39.73,39.77,38.33,495168.0
2016-03-25,39.44,39.68,39.86,38.46,446319.75
2016-03-26,39.42,39.64,39.95,38.6,397471.5
2016-03-27,39.41,39.59,40.05,38.73,348623.25
2016-03-28,39.39,39.55,40.14,38.86,299775.0
2016-03-29,38.28,39.32,39.48,37.91,488032.0
2016-03-30,38.32,38.52,39.85,38.14,542469.0
2016-03-31,38.34,38.3,39.04,37.57,532152.0
2016-04-01,36.79,38.14,38.56,36.63,547190.0
2016-04-02,36.43,37.63,38.11,36.24,547952.33
2016-04-03,36.06,37.12,37.66,35.85,548714.67
2016-04-04,35.7,36.61,37.21,35.46,549477.0
2016-04-05,35.89,35.5,36.58,35.24,485543.0
2016-04-06,37.75,36.52,37.9,36.43,751048.0
2016-04-07,37.26,37.76,38.3,36.69,626749.0
2016-04-08,39.72,37.52,39.84,37.45,817230.0
2016-04-09,39.93,38.25,40.14,38.05,771270.33
2016-04-10,40.15,38.99,40.45,38.65,725310.67
2016-04-11,40.36,39.72,40.75,39.25,679351.0
2016-04-12,42.17,40.35,42.25,40.09,796837.0
2016-04-13,41.76,41.63,42.42,41.24,730437.0
2016-04-14,41.5,41.54,42.16,40.84,488614.0
2016-04-15,40.36,41.43,41.73,39.98,520146.0
2016-04-16,40.17,40.54,41.23,39.19,460918.33
2016-04-17,39.97,39.64,40.74,38.4,401690.67
2016-04-18,39.78,38.75,40.24,37.61,342463.0
2016-04-19,41.08,40.04,41.53,39.58,101734.0
2016-04-20,42.63,40.8,42.91,39.85,796240.0
2016-04-21,43.18,43.97,44.49,43.05,671103.0
2016-04-22,43.73,43.42,44.45,43.11,575107.0
2016-04-23,43.37,43.53,44.31,42.93,585532.33
2016-04-24,43.0,43.64,44.18,42.76,595957.67
2016-04-25,42.64,43.75,44.04,42.58,606383.0
2016-04-26,44.04,42.96,44.83,42.5,564392.0
2016-04-27,45.33,44.64,45.62,43.77,648028.0
2016-04-28,46.03,45.3,46.14,44.94,487412.0
2016-04-29,45.92,45.9,46.78,45.24,598439.0
2016-04-30,45.54,45.9,46.57,45.01,553635.0
2016-05-01,45.16,45.9,46.36,44.77,508831.0
2016-05-02,44.78,45.9,46.15,44.54,464027.0
2016-05-03,43.65,44.92,45.35,43.32,625551.0
2016-05-04,43.78,43.85,44.88,43.22,711125.0
2016-05-05,44.32,44.04,46.07,43.96,746159.0
2016-05-06,44.66,44.52,45.34,43.54,695306.0
2016-05-07,44.25,44.68,45.54,43.44,719393.33
2016-05-08,43.85,44.84,45.74,43.34,743480.67
2016-05-09,43.44,45.0,45.94,43.24,767568.0
2016-05-10,44.66,43.25,44.79,43.03,709415.0
2016-05-11,46.23,44.6,46.36,43.96,869957.0
2016-05-12,46.7,46.0,47.02,45.61,715102.0
2016-05-13,46.21,46.41,46.49,45.75,519363.0
2016-05-14,46.71,46.37,46.99,45.88,529863.0
2016-05-15,47.22,46.32,47.48,46.02,540363.0
2016-05-16,47.72,46.28,47.98,46.15,550863.0
2016-05-17,48.31,47.9,48.76,47.53,470440.0
2016-05-18,48.19,48.53,48.95,47.75,343184.0
2016-05-19,48.16,47.87,48.28,46.73,108816.0
2016-05-20,47.75,48.2,48.79,47.44,538047.0
2016-05-21,47.86,48.29,48.69,47.43,517182.33
2016-05-22,47.97,48.37,48.6,47.41,496317.67
2016-05-23,48.08,48.46,48.5,47.4,475453.0
2016-05-24,48.62,48.08,49.27,47.64,475965.0
2016-05-25,49.56,49.09,49.75,48.65,550501.0
