Date,Close,Type
2015-07-02,2076.78,SP500
2015-07-06,2068.76,SP500
2015-07-07,2081.34,SP500
2015-07-08,2046.68,SP500
2015-07-09,2051.31,SP500
2015-07-10,2076.62,SP500
2015-07-13,2099.6,SP500
2015-07-14,2108.95,SP500
2015-07-15,2107.4,SP500
2015-07-16,2124.29,SP500
2015-07-17,2126.64,SP500
2015-07-20,2128.28,SP500
2015-07-21,2119.21,SP500
2015-07-22,2114.15,SP500
2015-07-23,2102.15,SP500
2015-07-24,2079.65,SP500
2015-07-27,2067.64,SP500
2015-07-28,2093.25,SP500
2015-07-29,2108.57,SP500
2015-07-30,2108.63,SP500
2015-07-31,2103.84,SP500
2015-08-03,2098.04,SP500
2015-08-04,2093.32,SP500
2015-08-05,2099.84,SP500
2015-08-06,2083.56,SP500
2015-08-07,2077.57,SP500
2015-08-10,2104.18,SP500
2015-08-11,2084.07,SP500
2015-08-12,2086.05,SP500
2015-08-13,2083.39,SP500
2015-08-14,2091.54,SP500
2015-08-17,2102.44,SP500
2015-08-18,2096.92,SP500
2015-08-19,2079.61,SP500
2015-08-20,2035.73,SP500
2015-08-21,1970.89,SP500
2015-08-24,1893.21,SP500
2015-08-25,1867.61,SP500
2015-08-26,1940.51,SP500
2015-08-27,1987.66,SP500
2015-08-28,1988.87,SP500
2015-08-31,1972.18,SP500
2015-09-01,1913.85,SP500
2015-09-02,1948.86,SP500
2015-09-03,1951.13,SP500
2015-09-04,1921.22,SP500
2015-09-08,1969.41,SP500
2015-09-09,1942.04,SP500
2015-09-10,1952.29,SP500
2015-09-11,1961.05,SP500
2015-09-14,1953.03,SP500
2015-09-15,1978.09,SP500
2015-09-16,1995.31,SP500
2015-09-17,1990.2,SP500
2015-09-18,1958.03,SP500
2015-09-21,1966.97,SP500
2015-09-22,1942.74,SP500
2015-09-23,1938.76,SP500
2015-09-24,1932.24,SP500
2015-09-25,1931.34,SP500
2015-09-28,1881.77,SP500
2015-09-29,1884.09,SP500
2015-09-30,1920.03,SP500
2015-10-01,1923.82,SP500
2015-10-02,1951.36,SP500
2015-10-05,1987.05,SP500
2015-10-06,1979.92,SP500
2015-10-07,1995.83,SP500
2015-10-08,2013.43,SP500
2015-10-09,2014.89,SP500
2015-10-12,2017.46,SP500
2015-10-13,2003.69,SP500
2015-10-14,1994.24,SP500
2015-10-15,2023.86,SP500
2015-10-16,2033.11,SP500
2015-10-19,2033.66,SP500
2015-10-20,2030.77,SP500
2015-10-21,2018.94,SP500
2015-10-22,2052.51,SP500
2015-10-23,2075.15,SP500
2015-10-26,2071.18,SP500
2015-10-27,2065.89,SP500
2015-10-28,2090.35,SP500
2015-10-29,2089.41,SP500
2015-10-30,2079.36,SP500
2015-11-02,2104.05,SP500
2015-11-03,2109.79,SP500
