Date,Close,Open,High,Low,Volume,n-transactions,interest,Type
2014-03-15,628.19,636.41,636.76,624.77,0.06,79098.0,3.0,BTC
2014-03-16,632.95,628.19,636.0,625.54,0.06,79098.0,3.0,BTC
2014-03-17,630.35,632.95,635.24,627.48,0.06,79098.0,3.0,BTC
2014-03-18,617.24,630.35,630.78,616.17,0.06,79098.0,3.0,BTC
2014-03-19,616.87,617.24,621.47,599.76,0.06,79098.0,3.0,BTC
2014-03-20,601.02,616.87,621.18,601.01,0.06,79098.0,3.0,BTC
2014-03-21,581.33,601.02,604.53,579.55,0.06,79098.0,3.0,BTC
2014-03-22,570.36,581.33,605.15,563.46,0.06,79098.0,3.0,BTC
2014-03-23,562.95,570.36,571.87,550.6,0.06,79098.0,3.0,BTC
2014-03-24,557.17,562.95,570.33,551.16,0.06,79098.0,3.0,BTC
2014-03-25,573.35,557.17,587.99,552.13,0.06,79098.0,3.0,BTC
2014-03-26,572.49,573.35,585.57,570.44,0.06,79098.0,3.0,BTC
2014-03-27,570.55,572.49,589.95,561.61,0.06,79098.0,3.0,BTC
2014-03-28,509.71,570.55,571.58,471.02,0.06,79098.0,3.0,BTC
2014-03-29,499.25,509.71,525.16,487.16,0.06,79098.0,3.0,BTC
2014-03-30,486.81,499.25,504.21,483.51,0.06,79098.0,3.0,BTC
2014-03-31,472.48,486.81,486.81,443.26,0.06,79098.0,3.0,BTC
2014-04-01,464.88,472.48,472.48,442.19,0.06,79098.0,3.0,BTC
2014-04-02,480.17,464.88,500.64,459.68,0.06,79098.0,3.0,BTC
2014-04-03,427.87,480.17,494.98,419.7,0.06,79098.0,3.0,BTC
2014-04-04,433.0,427.87,456.35,414.41,0.06,79098.0,3.0,BTC
2014-04-05,453.87,433.0,455.99,428.63,0.06,79098.0,3.0,BTC
2014-04-06,462.44,453.87,465.64,444.14,0.06,79098.0,3.0,BTC
2014-04-07,456.47,462.44,466.48,450.81,0.06,79098.0,3.0,BTC
2014-04-08,452.81,456.47,458.92,443.72,0.06,79098.0,3.0,BTC
2014-04-09,450.48,452.81,456.88,446.72,0.06,79098.0,3.0,BTC
2014-04-10,426.98,450.48,453.06,423.82,0.06,79098.0,3.0,BTC
2014-04-11,374.59,426.98,427.54,344.22,0.06,79098.0,3.0,BTC
2014-04-12,438.25,374.59,438.25,374.59,0.06,79098.0,3.0,BTC
2014-04-13,423.52,438.25,438.91,413.09,0.06,79098.0,3.0,BTC
2014-04-14,409.03,423.52,425.69,394.1,0.06,79098.0,3.0,BTC
2014-04-15,455.28,409.03,470.95,406.86,0.06,79098.0,3.0,BTC
2014-04-16,517.1,455.28,524.81,454.18,0.06,79098.0,3.0,BTC
2014-04-17,522.46,517.1,543.32,493.08,0.06,79098.0,3.0,BTC
2014-04-18,490.88,522.46,529.3,481.46,0.06,79098.0,3.0,BTC
2014-04-19,469.38,490.88,497.77,468.16,0.06,79098.0,3.0,BTC
2014-04-20,507.81,469.38,511.77,467.82,0.06,79098.0,3.0,BTC
2014-04-21,505.1,507.81,510.83,489.18,0.06,79098.0,3.0,BTC
2014-04-22,497.65,505.1,507.45,488.88,0.06,79098.0,3.0,BTC
2014-04-23,487.84,497.65,498.59,482.74,0.06,79098.0,3.0,BTC
2014-04-24,487.11,487.84,489.32,480.59,0.06,79098.0,3.0,BTC
2014-04-25,469.09,487.11,500.62,468.98,0.06,79098.0,3.0,BTC
2014-04-26,448.78,469.09,472.48,440.14,0.06,79098.0,3.0,BTC
2014-04-27,452.15,448.78,463.19,448.5,0.06,79098.0,3.0,BTC
2014-04-28,426.78,452.15,457.46,423.4,0.06,79098.0,3.0,BTC
2014-04-29,432.6,426.78,445.73,421.08,0.06,79098.0,3.0,BTC
2014-04-30,444.86,432.6,449.08,431.01,0.06,79098.0,3.0,BTC
2014-05-01,454.56,444.86,455.43,432.98,0.06,79098.0,3.0,BTC
2014-05-02,453.6,454.56,459.43,447.27,0.06,79098.0,3.0,BTC
2014-05-03,441.98,453.6,453.6,439.9,0.06,79098.0,3.0,BTC
2014-05-04,438.29,441.98,443.37,428.52,0.06,79098.0,3.0,BTC
2014-05-05,432.79,438.29,438.45,428.52,0.06,79098.0,3.0,BTC
2014-05-06,418.62,432.79,434.36,418.56,0.06,79098.0,3.0,BTC
2014-05-07,428.43,418.62,431.33,418.02,0.06,79098.0,3.0,BTC
2014-05-08,442.58,428.43,446.36,423.11,0.06,79098.0,3.0,BTC
2014-05-09,439.04,442.58,445.02,434.31,0.06,79098.0,3.0,BTC
2014-05-10,449.04,439.04,451.24,438.07,0.06,79098.0,3.0,BTC
2014-05-11,449.74,449.04,453.54,446.21,0.06,79098.0,3.0,BTC
2014-05-12,434.27,449.74,450.04,430.33,0.06,79098.0,3.0,BTC
2014-05-13,437.0,434.27,440.21,431.52,0.06,79098.0,3.0,BTC
2014-05-14,438.88,437.0,439.52,433.13,0.06,79098.0,3.0,BTC
2014-05-15,445.04,438.88,445.9,438.88,0.06,79098.0,3.0,BTC
2014-05-16,443.18,445.04,447.74,441.73,0.06,79098.0,3.0,BTC
2014-05-17,445.61,443.18,447.15,442.29,0.06,79098.0,3.0,BTC
2014-05-18,445.16,445.61,446.48,443.78,0.06,79098.0,3.0,BTC
2014-05-19,444.74,445.16,446.18,442.35,0.06,79098.0,3.0,BTC
2014-05-20,455.65,444.74,458.23,442.05,0.06,79098.0,3.0,BTC
2014-05-21,489.87,455.65,494.21,450.16,0.06,79098.0,3.0,BTC
2014-05-22,490.19,489.87,494.46,487.63,0.06,79098.0,3.0,BTC
2014-05-23,522.31,490.19,535.09,487.82,0.06,79098.0,3.0,BTC
2014-05-24,512.31,522.31,543.1,511.97,0.06,79098.0,3.0,BTC
2014-05-25,533.93,512.31,535.72,511.7,0.06,79098.0,3.0,BTC
2014-05-26,579.59,533.93,589.95,533.13,0.06,79098.0,3.0,BTC
2014-05-27,581.51,579.59,589.78,575.84,0.06,79098.0,3.0,BTC
2014-05-28,572.45,581.51,591.24,549.62,0.06,79098.0,3.0,BTC
2014-05-29,562.4,572.45,576.56,560.42,0.06,79098.0,3.0,BTC
2014-05-30,571.84,562.4,573.27,556.28,0.06,79098.0,3.0,BTC
2014-05-31,612.13,571.84,622.51,566.7,0.06,79098.0,3.0,BTC
2014-06-01,638.16,612.13,638.95,610.82,0.06,79098.0,3.0,BTC
2014-06-02,634.98,638.16,676.6,620.58,0.06,79098.0,3.0,BTC
2014-06-03,660.25,634.98,667.19,610.99,0.06,79098.0,3.0,BTC
2014-06-04,627.8,660.25,675.74,617.79,0.06,79098.0,3.0,BTC
2014-06-05,642.89,627.8,650.76,624.96,0.06,79098.0,3.0,BTC
2014-06-06,652.53,642.89,664.98,639.43,0.06,79098.0,3.0,BTC
2014-06-07,648.6,652.53,657.94,635.85,0.06,79098.0,3.0,BTC
2014-06-08,652.59,648.6,656.85,646.63,0.06,79098.0,3.0,BTC
2014-06-09,652.11,652.59,655.02,649.41,0.06,79098.0,3.0,BTC
2014-06-10,644.08,652.11,653.35,637.58,0.06,79098.0,3.0,BTC
2014-06-11,642.01,644.08,657.97,640.46,0.06,79098.0,3.0,BTC
2014-06-12,632.55,642.01,646.38,624.16,0.06,79098.0,3.0,BTC
2014-06-13,585.48,632.55,633.66,562.59,0.06,79098.0,3.0,BTC
2014-06-14,588.52,585.48,613.46,584.64,0.06,79098.0,3.0,BTC
2014-06-15,570.29,588.52,590.76,541.19,0.06,79098.0,3.0,BTC
2014-06-16,589.07,570.29,593.55,551.31,0.06,79098.0,3.0,BTC
2014-06-17,592.26,589.07,606.82,585.68,0.06,79098.0,3.0,BTC
2014-06-18,610.41,592.26,613.99,590.19,0.06,79098.0,3.0,BTC
2014-06-19,601.89,610.41,612.86,599.72,0.06,79098.0,3.0,BTC
2014-06-20,594.09,601.89,605.94,590.17,0.06,79098.0,3.0,BTC
2014-06-21,582.04,594.09,595.22,581.19,0.06,79098.0,3.0,BTC
2014-06-22,599.57,582.04,603.21,581.69,0.06,79098.0,3.0,BTC
2014-06-23,592.4,599.57,602.83,591.5,0.06,79098.0,3.0,BTC
2014-06-24,584.64,592.4,593.26,580.84,0.06,79098.0,3.0,BTC
2014-06-25,575.9,584.64,588.78,570.47,0.06,79098.0,3.0,BTC
2014-06-26,571.77,575.9,576.03,558.58,0.06,79098.0,3.0,BTC
2014-06-27,582.43,571.77,584.16,565.92,0.06,79098.0,3.0,BTC
2014-06-28,597.67,582.43,600.72,576.25,0.06,79098.0,3.0,BTC
2014-06-29,598.73,597.67,604.34,591.21,0.06,79098.0,3.0,BTC
2014-06-30,597.51,598.73,600.54,588.98,0.06,79098.0,3.0,BTC
2014-07-01,647.12,597.51,647.12,597.04,0.06,79098.0,3.0,BTC
2014-07-02,637.86,647.12,654.77,627.77,0.06,79098.0,3.0,BTC
2014-07-03,642.65,637.86,653.66,635.18,0.06,79098.0,3.0,BTC
2014-07-04,643.95,642.65,646.88,635.27,0.06,79098.0,3.0,BTC
2014-07-05,628.42,643.95,644.18,625.8,0.06,79098.0,3.0,BTC
2014-07-06,631.03,628.42,635.9,624.5,0.06,79098.0,3.0,BTC
2014-07-07,631.3,631.03,632.58,627.43,0.06,79098.0,3.0,BTC
2014-07-08,621.24,631.3,633.06,612.26,0.06,79098.0,3.0,BTC
2014-07-09,620.72,621.24,621.75,616.2,0.06,79098.0,3.0,BTC
2014-07-10,621.31,620.72,624.01,616.16,0.06,79098.0,3.0,BTC
2014-07-11,616.83,621.31,621.47,609.43,0.06,79098.0,3.0,BTC
2014-07-12,634.36,616.83,636.62,613.95,0.06,79098.0,3.0,BTC
2014-07-13,627.69,634.36,635.05,625.99,0.06,79098.0,3.0,BTC
2014-07-14,621.42,627.69,634.12,621.28,0.06,79098.0,3.0,BTC
2014-07-15,618.74,621.42,623.25,615.98,0.06,79098.0,3.0,BTC
2014-07-16,619.81,618.74,622.46,617.84,0.06,79098.0,3.0,BTC
2014-07-17,614.69,619.81,620.45,612.88,0.06,79098.0,3.0,BTC
2014-07-18,623.5,614.69,627.05,611.75,0.06,79098.0,3.0,BTC
2014-07-19,624.0,623.5,628.54,616.48,0.06,79098.0,3.0,BTC
2014-07-20,623.01,624.0,626.81,621.36,0.06,79098.0,3.0,BTC
2014-07-21,617.96,623.01,623.97,617.38,0.06,79098.0,3.0,BTC
2014-07-22,622.11,617.96,622.21,616.73,0.06,79098.0,3.0,BTC
2014-07-23,618.45,622.11,622.49,617.95,0.06,79098.0,3.0,BTC
2014-07-24,617.69,618.45,619.92,616.93,0.06,79098.0,3.0,BTC
2014-07-25,602.93,617.69,618.26,591.46,0.06,79098.0,3.0,BTC
2014-07-26,597.58,602.93,605.98,593.59,0.06,79098.0,3.0,BTC
2014-07-27,592.96,597.58,598.16,590.18,0.06,79098.0,3.0,BTC
2014-07-28,580.11,592.96,595.88,579.15,0.06,79098.0,3.0,BTC
2014-07-29,585.45,580.11,622.93,511.66,0.06,79098.0,3.0,BTC
2014-07-30,580.52,585.45,586.62,577.58,0.06,79098.0,3.0,BTC
2014-07-31,564.57,580.52,581.28,559.62,0.06,79098.0,3.0,BTC
2014-08-01,583.39,564.57,587.96,564.57,0.06,79098.0,3.0,BTC
2014-08-02,593.81,583.39,601.84,582.61,0.06,79098.0,3.0,BTC
2014-08-03,581.52,593.81,594.17,580.23,0.06,79098.0,3.0,BTC
2014-08-04,585.8,581.52,588.2,578.21,0.06,79098.0,3.0,BTC
2014-08-05,582.33,585.8,592.84,581.84,0.06,79098.0,3.0,BTC
2014-08-06,582.52,582.33,586.71,579.84,0.06,79098.0,3.0,BTC
2014-08-07,583.62,582.52,586.88,578.8,0.06,79098.0,3.0,BTC
2014-08-08,595.81,583.62,598.77,581.72,0.06,79098.0,3.0,BTC
2014-08-09,585.4,595.81,596.38,585.23,0.06,79098.0,3.0,BTC
2014-08-10,586.06,585.4,589.0,584.89,0.06,79098.0,3.0,BTC
2014-08-11,588.75,586.06,593.7,585.7,0.06,79098.0,3.0,BTC
2014-08-12,566.32,588.75,588.75,564.92,0.06,79098.0,3.0,BTC
2014-08-13,565.55,566.32,573.31,562.84,0.06,79098.0,3.0,BTC
2014-08-14,534.54,565.55,565.73,524.33,0.06,79098.0,3.0,BTC
2014-08-15,511.47,534.54,534.58,495.26,0.06,79098.0,3.0,BTC
2014-08-16,487.57,511.47,515.36,483.48,0.06,79098.0,3.0,BTC
2014-08-17,516.63,487.57,522.19,484.22,0.06,79098.0,3.0,BTC
2014-08-18,489.47,516.63,516.95,482.86,0.06,79098.0,3.0,BTC
2014-08-19,455.92,489.47,491.96,435.6,0.06,79098.0,3.0,BTC
2014-08-20,472.91,455.92,488.53,455.83,0.06,79098.0,3.0,BTC
2014-08-21,519.02,472.91,532.77,464.4,0.06,79098.0,3.0,BTC
2014-08-22,508.13,519.02,526.79,506.64,0.06,79098.0,3.0,BTC
2014-08-23,507.51,508.13,522.19,500.04,0.06,79098.0,3.0,BTC
2014-08-24,501.63,507.51,509.28,490.61,0.06,79098.0,3.0,BTC
2014-08-25,503.32,501.63,513.38,496.25,0.06,79098.0,3.0,BTC
2014-08-26,504.63,503.32,506.2,497.68,0.06,79098.0,3.0,BTC
2014-08-27,513.39,504.63,514.85,503.23,0.06,79098.0,3.0,BTC
2014-08-28,514.62,513.39,521.35,509.59,0.06,79098.0,3.0,BTC
2014-08-29,506.02,514.62,515.78,505.46,0.06,79098.0,3.0,BTC
2014-08-30,504.71,506.02,512.28,502.42,0.06,79098.0,3.0,BTC
2014-08-31,502.06,504.71,505.58,499.5,0.06,79098.0,3.0,BTC
2014-09-01,474.54,502.06,502.54,474.09,0.06,79098.0,3.0,BTC
2014-09-02,477.98,474.54,485.94,471.12,0.06,79098.0,3.0,BTC
2014-09-03,476.88,477.98,483.3,470.88,0.06,79098.0,3.0,BTC
2014-09-04,475.65,476.88,479.6,473.88,0.06,79098.0,3.0,BTC
2014-09-05,485.65,475.65,494.04,475.1,0.06,79098.0,3.0,BTC
2014-09-06,480.91,485.65,489.59,478.83,0.06,79098.0,3.0,BTC
2014-09-07,481.88,480.91,484.82,479.78,0.06,79098.0,3.0,BTC
2014-09-08,473.59,481.88,485.37,472.0,0.06,79098.0,3.0,BTC
2014-09-09,468.58,473.59,478.39,464.52,0.06,79098.0,3.0,BTC
2014-09-10,474.29,468.58,478.03,464.66,0.06,79098.0,3.0,BTC
2014-09-11,479.42,474.29,487.21,474.29,0.06,79098.0,3.0,BTC
2014-09-12,473.67,479.42,480.4,471.17,0.06,79098.0,3.0,BTC
2014-09-13,471.53,473.67,476.02,467.11,0.06,79098.0,3.0,BTC
2014-09-14,475.38,471.53,479.23,470.97,0.06,79098.0,3.0,BTC
2014-09-15,475.02,475.38,477.78,473.34,0.06,79098.0,3.0,BTC
2014-09-16,471.08,475.02,476.44,468.39,0.06,79098.0,3.0,BTC
2014-09-17,464.55,471.08,472.42,461.66,0.06,79098.0,3.0,BTC
2014-09-18,449.96,464.55,465.32,446.7,0.06,79098.0,3.0,BTC
2014-09-19,425.45,449.96,451.37,405.18,0.06,79098.0,3.0,BTC
2014-09-20,410.08,425.45,426.48,380.74,0.06,79098.0,3.0,BTC
2014-09-21,405.8,410.08,422.99,401.93,0.06,79098.0,3.0,BTC
2014-09-22,399.1,405.8,405.8,390.79,0.06,79098.0,3.0,BTC
2014-09-23,399.5,399.1,405.24,394.59,0.06,79098.0,3.0,BTC
2014-09-24,427.81,399.5,443.69,391.46,0.06,79098.0,3.0,BTC
2014-09-25,416.12,427.81,431.79,412.9,0.06,79098.0,3.0,BTC
2014-09-26,410.15,416.12,418.56,406.6,0.06,79098.0,3.0,BTC
2014-09-27,403.5,410.15,411.04,396.04,0.06,79098.0,3.0,BTC
2014-09-28,398.84,403.5,405.2,394.14,0.06,79098.0,3.0,BTC
2014-09-29,377.98,398.84,398.87,370.06,0.06,79098.0,3.0,BTC
2014-09-30,376.08,377.98,385.71,369.12,0.06,79098.0,3.0,BTC
2014-10-01,387.94,376.08,393.98,373.78,0.06,79098.0,3.0,BTC
2014-10-02,381.75,387.94,390.35,377.6,0.06,79098.0,3.0,BTC
2014-10-03,372.06,381.75,382.77,369.25,0.06,79098.0,3.0,BTC
2014-10-04,360.75,372.06,374.56,353.8,0.06,79098.0,3.0,BTC
2014-10-05,335.98,360.75,362.13,321.86,0.06,79098.0,3.0,BTC
2014-10-06,308.08,335.98,337.22,286.37,0.06,79098.0,3.0,BTC
2014-10-07,337.23,308.08,343.51,304.69,0.06,79098.0,3.0,BTC
2014-10-08,326.23,337.23,338.76,316.72,0.06,79098.0,3.0,BTC
2014-10-09,351.35,326.23,355.74,325.51,0.06,79098.0,3.0,BTC
2014-10-10,368.6,351.35,382.67,347.19,0.06,79098.0,3.0,BTC
2014-10-11,359.2,368.6,374.9,351.54,0.06,79098.0,3.0,BTC
2014-10-12,357.0,359.2,363.73,350.49,0.06,79098.0,3.0,BTC
2014-10-13,371.16,357.0,377.92,352.45,0.06,79098.0,3.0,BTC
2014-10-14,392.78,371.16,394.57,366.73,0.06,79098.0,3.0,BTC
2014-10-15,396.35,392.78,409.73,390.89,0.06,79098.0,3.0,BTC
2014-10-16,392.57,396.35,397.48,386.38,0.06,79098.0,3.0,BTC
2014-10-17,376.27,392.57,393.36,369.29,0.06,79098.0,3.0,BTC
2014-10-18,378.68,376.27,382.7,371.83,0.06,79098.0,3.0,BTC
2014-10-19,390.96,378.68,392.87,376.21,0.06,79098.0,3.0,BTC
2014-10-20,381.72,390.96,391.36,381.72,0.06,79098.0,3.0,BTC
2014-10-21,380.06,381.72,383.82,377.02,0.06,79098.0,3.0,BTC
2014-10-22,382.94,380.06,388.96,377.91,0.06,79098.0,3.0,BTC
2014-10-23,376.59,382.94,383.81,376.59,0.06,79098.0,3.0,BTC
2014-10-24,351.78,376.59,376.59,351.26,0.06,79098.0,3.0,BTC
2014-10-25,353.63,351.78,360.56,351.12,0.06,79098.0,3.0,BTC
2014-10-26,345.19,353.63,355.54,339.93,0.06,79098.0,3.0,BTC
2014-10-27,350.98,345.19,357.87,345.19,0.06,79098.0,3.0,BTC
2014-10-28,349.8,350.98,355.53,346.0,0.06,79098.0,3.0,BTC
2014-10-29,348.9,349.8,354.69,346.83,0.06,79098.0,3.0,BTC
2014-10-30,335.54,348.9,351.85,332.5,0.06,79098.0,3.0,BTC
2014-10-31,343.56,335.54,350.41,332.73,0.06,79098.0,3.0,BTC
2014-11-01,338.01,343.56,346.27,335.5,0.06,79098.0,3.0,BTC
2014-11-02,325.23,338.01,338.13,319.37,0.06,79098.0,3.0,BTC
2014-11-03,331.6,325.23,333.76,319.04,0.06,79098.0,3.0,BTC
2014-11-04,324.72,331.6,332.75,323.06,0.06,79098.0,3.0,BTC
2014-11-05,332.46,324.72,335.81,320.93,0.06,79098.0,3.0,BTC
2014-11-06,336.58,332.46,341.49,328.56,0.06,79098.0,3.0,BTC
2014-11-07,346.78,336.58,351.58,336.03,0.06,79098.0,3.0,BTC
2014-11-08,344.81,346.78,351.3,339.86,0.06,79098.0,3.0,BTC
2014-11-09,343.06,344.81,345.62,340.63,0.06,79098.0,3.0,BTC
2014-11-10,358.5,343.06,363.85,342.32,0.06,79098.0,3.0,BTC
2014-11-11,368.08,358.5,374.71,357.98,0.06,79098.0,3.0,BTC
2014-11-12,377.0,368.08,380.52,360.49,0.06,79098.0,3.0,BTC
2014-11-13,442.11,377.0,442.37,376.99,0.06,79098.0,3.0,BTC
2014-11-14,389.0,442.11,458.05,385.68,0.06,79098.0,3.0,BTC
2014-11-15,394.93,389.0,412.21,381.86,0.06,79098.0,3.0,BTC
2014-11-16,377.08,394.93,397.03,368.45,0.06,79098.0,3.0,BTC
2014-11-17,400.47,377.08,404.44,376.62,0.06,79098.0,3.0,BTC
2014-11-18,384.93,400.47,410.17,375.48,0.06,79098.0,3.0,BTC
2014-11-19,375.83,384.93,389.36,369.52,0.06,79098.0,3.0,BTC
2014-11-20,376.16,375.83,385.06,371.72,0.06,79098.0,3.0,BTC
2014-11-21,348.56,376.16,377.63,347.51,0.06,79098.0,3.0,BTC
2014-11-22,352.42,348.56,355.84,341.93,0.06,79098.0,3.0,BTC
2014-11-23,356.8,352.42,363.7,351.07,0.06,79098.0,3.0,BTC
2014-11-24,367.83,356.8,371.24,353.48,0.06,79098.0,3.0,BTC
2014-11-25,381.21,367.83,388.68,364.89,0.06,79098.0,3.0,BTC
2014-11-26,375.5,381.21,393.06,369.85,0.06,79098.0,3.0,BTC
2014-11-27,372.82,375.5,377.67,365.26,0.06,79098.0,3.0,BTC
2014-11-28,368.98,372.82,373.27,367.4,0.06,79098.0,3.0,BTC
2014-11-29,375.44,368.98,381.55,358.02,0.06,79098.0,3.0,BTC
2014-11-30,376.85,375.44,385.54,372.33,0.06,79098.0,3.0,BTC
2014-12-01,376.13,376.85,381.58,374.49,0.06,79098.0,3.0,BTC
2014-12-02,377.86,376.13,382.6,376.08,15.01,99419.0,3.0,BTC
2014-12-03,382.45,377.86,383.72,377.85,0.55,99419.0,3.0,BTC
2014-12-04,376.38,382.45,383.01,373.91,0.01,99419.0,3.0,BTC
2014-12-05,368.36,376.38,378.11,365.54,0.0,90900.0,3.0,BTC
2014-12-06,373.41,368.36,378.24,367.64,0.08,90848.67,3.0,BTC
2014-12-07,373.74,373.41,375.5,370.93,0.16,90797.33,3.0,BTC
2014-12-08,373.16,373.74,375.85,373.06,0.24,90746.0,3.0,BTC
2014-12-09,357.88,373.16,373.7,356.07,0.0,90746.0,3.0,BTC
2014-12-10,348.9,357.88,358.1,344.2,0.02,90746.0,3.0,BTC
2014-12-11,341.04,348.9,351.24,337.63,0.0,84005.0,3.0,BTC
2014-12-12,348.27,341.04,361.0,340.08,3.15,84005.0,3.0,BTC
2014-12-13,346.74,348.27,353.85,345.85,2.1,82571.0,3.0,BTC
2014-12-14,347.35,346.74,348.36,345.36,1.05,81137.0,3.0,BTC
2014-12-15,348.67,347.35,353.14,346.52,0.0,79703.0,3.0,BTC
2014-12-16,338.55,348.67,349.74,337.79,0.0,79703.0,3.0,BTC
2014-12-17,330.54,338.55,339.9,323.77,0.0,98444.0,3.0,BTC
2014-12-18,317.4,330.54,331.28,314.44,2.0,98444.0,3.0,BTC
2014-12-19,306.46,317.4,317.4,304.23,0.0,98444.0,3.0,BTC
2014-12-20,319.2,306.46,320.19,306.46,0.0,94596.33,3.0,BTC
2014-12-21,321.89,319.2,330.77,319.2,0.0,90748.67,3.0,BTC
2014-12-22,320.03,321.89,324.99,317.58,0.0,86901.0,3.0,BTC
2014-12-23,328.7,320.03,332.47,318.98,0.0,99469.0,3.0,BTC
2014-12-24,332.05,328.7,335.9,328.05,0.0,99469.0,3.0,BTC
2014-12-25,321.39,332.05,332.82,317.73,0.0,87833.5,3.0,BTC
2014-12-26,318.56,321.39,321.68,316.13,0.0,76198.0,3.0,BTC
2014-12-27,320.87,318.56,330.47,318.49,0.0,78614.33,3.0,BTC
2014-12-28,316.01,320.87,321.56,312.01,0.0,81030.67,3.0,BTC
2014-12-29,315.64,316.01,319.63,310.54,0.0,83447.0,3.0,BTC
2014-12-30,313.99,315.64,317.55,311.7,0.0,83447.0,3.0,BTC
2014-12-31,309.9,313.99,314.47,308.81,0.0,83447.0,3.0,BTC
2015-01-01,317.2,309.9,319.56,309.66,0.0,71395.5,3.0,BTC
2015-01-02,314.5,317.2,317.32,312.57,0.0,59344.0,3.0,BTC
2015-01-03,311.14,314.5,315.57,310.16,0.0,68127.33,3.0,BTC
2015-01-04,277.85,311.14,312.29,275.95,0.0,76910.67,3.0,BTC
2015-01-05,270.81,277.85,286.24,257.02,0.0,85694.0,3.0,BTC
2015-01-06,272.02,270.81,277.97,265.24,0.0,85694.0,3.0,BTC
2015-01-07,283.84,272.02,286.96,271.68,0.0,89916.0,3.0,BTC
2015-01-08,290.48,283.84,300.24,283.68,10.35,89916.0,3.0,BTC
2015-01-09,281.04,290.48,291.4,280.36,0.0,89916.0,3.0,BTC
2015-01-10,286.69,281.04,291.25,280.92,0.0,94902.0,3.0,BTC
2015-01-11,277.65,286.69,287.87,272.82,0.0,99888.0,3.0,BTC
2015-01-12,268.1,277.65,277.65,263.83,0.0,104874.0,3.0,BTC
2015-01-13,243.08,268.1,271.77,243.08,1.0,102309.0,3.0,BTC
2015-01-14,219.13,243.08,249.04,216.36,11.3,102309.0,3.0,BTC
2015-01-15,193.35,219.13,219.97,170.08,2.87,102309.0,3.0,BTC
2015-01-16,220.57,193.35,229.31,192.08,4.8,104699.0,3.0,BTC
2015-01-17,209.17,220.57,222.01,199.18,3.6,103145.5,3.0,BTC
2015-01-18,195.59,209.17,209.32,194.96,2.41,101592.0,3.0,BTC
2015-01-19,212.27,195.59,218.98,194.55,1.21,100038.5,3.0,BTC
2015-01-20,211.54,212.27,216.68,206.66,0.02,98485.0,3.0,BTC
2015-01-21,212.28,211.54,214.67,204.8,0.16,98485.0,3.0,BTC
2015-01-22,230.68,212.28,236.84,210.88,4.36,93698.0,3.0,BTC
2015-01-23,226.3,230.68,236.35,224.4,0.18,93698.0,3.0,BTC
2015-01-24,231.42,226.3,235.03,224.98,1717.53,91318.0,3.0,BTC
2015-01-25,251.61,231.42,254.99,231.42,3434.89,88938.0,3.0,BTC
2015-01-26,283.6,251.61,290.89,243.3,5152.24,86558.0,3.0,BTC
2015-01-27,258.54,283.6,307.97,254.22,1647.55,86558.0,3.0,BTC
2015-01-28,257.45,258.54,268.02,250.94,5160.3,85232.0,3.0,BTC
2015-01-29,235.95,257.45,262.76,225.27,6661.74,85232.0,3.0,BTC
2015-01-30,233.14,235.95,237.46,220.1,5699.69,85232.0,3.0,BTC
2015-01-31,226.94,233.14,242.72,225.09,6185.21,85592.0,3.0,BTC
2015-02-01,216.66,226.94,233.53,215.01,6670.72,85952.0,3.0,BTC
2015-02-02,229.8,216.66,231.92,211.53,7156.24,86312.0,3.0,BTC
2015-02-03,237.65,229.8,242.32,222.22,8565.02,91793.0,3.0,BTC
2015-02-04,225.84,237.65,246.19,224.11,9103.19,91793.0,3.0,BTC
2015-02-05,226.55,225.84,230.02,220.72,7522.28,91793.0,3.0,BTC
2015-02-06,219.76,226.55,227.41,214.66,5638.26,85705.0,3.0,BTC
2015-02-07,225.47,219.76,226.19,216.37,5933.95,92056.0,3.0,BTC
2015-02-08,225.73,225.47,230.16,222.83,6229.64,98407.0,3.0,BTC
2015-02-09,222.78,225.73,229.33,219.96,6525.33,104758.0,3.0,BTC
2015-02-10,220.17,222.78,223.95,217.09,5450.37,104758.0,3.0,BTC
2015-02-11,223.0,220.17,223.55,215.45,8877.19,104758.0,3.0,BTC
2015-02-12,218.73,223.0,223.01,218.28,7850.44,87427.0,3.0,BTC
2015-02-13,223.97,218.73,224.01,217.62,15260.16,87427.0,3.0,BTC
2015-02-14,237.66,223.97,240.24,223.13,15535.24,86887.0,3.0,BTC
2015-02-15,256.22,237.66,261.66,237.26,15810.32,86347.0,3.0,BTC
2015-02-16,230.14,256.22,267.35,226.91,16085.41,85807.0,3.0,BTC
2015-02-17,235.71,230.14,239.59,229.83,16360.49,85267.0,3.0,BTC
2015-02-18,242.93,235.71,246.14,235.0,13453.31,105719.0,3.0,BTC
2015-02-19,237.1,242.93,243.79,231.75,9123.0,105719.0,3.0,BTC
2015-02-20,241.07,237.1,243.11,235.64,9809.26,105719.0,3.0,BTC
2015-02-21,245.71,241.07,247.14,241.07,9767.84,99755.0,3.0,BTC
2015-02-22,245.14,245.71,246.46,243.01,9726.41,93791.0,3.0,BTC
2015-02-23,235.14,245.14,245.7,233.07,9684.99,87827.0,3.0,BTC
2015-02-24,238.93,235.14,239.62,231.77,4506.86,105125.0,3.0,BTC
2015-02-25,238.15,238.93,239.36,235.74,4165.15,105125.0,3.0,BTC
