Date,Close,Open,High,Low,Volume,n-transactions,interest,Type
2015-02-26,235.68,238.15,238.57,233.86,6798.2,105125.0,3.0,BTC
2015-02-27,251.29,235.68,251.29,234.45,20540.96,101474.0,3.0,BTC
2015-02-28,251.03,251.29,257.5,246.15,17036.35,102628.33,3.0,BTC
2015-03-01,251.93,251.03,254.19,250.59,13531.75,103782.67,3.0,BTC
2015-03-02,258.85,251.93,260.64,244.97,10027.14,104937.0,3.0,BTC
2015-03-03,270.76,258.85,272.47,257.58,19087.01,104937.0,3.0,BTC
2015-03-04,278.12,270.76,286.28,267.04,15023.6,104937.0,3.0,BTC
2015-03-05,269.26,278.12,283.38,266.47,11641.75,101115.0,3.0,BTC
2015-03-06,274.9,269.26,280.4,263.63,9963.67,101115.0,3.0,BTC
2015-03-07,270.86,274.9,275.54,269.39,11174.5,96585.67,3.0,BTC
2015-03-08,276.73,270.86,277.7,270.86,12385.32,92056.33,3.0,BTC
2015-03-09,277.99,276.73,278.53,271.98,13596.15,87527.0,3.0,BTC
2015-03-10,294.19,277.99,296.47,276.9,16279.83,87527.0,3.0,BTC
2015-03-11,289.71,294.19,300.34,288.56,9836.17,100765.0,3.0,BTC
2015-03-12,292.87,289.71,296.74,288.88,9501.1,100765.0,3.0,BTC
2015-03-13,293.22,292.87,296.74,291.83,11720.92,100765.0,3.0,BTC
2015-03-14,282.64,293.22,293.99,281.02,10753.85,97013.67,3.0,BTC
2015-03-15,283.08,282.64,286.19,280.27,9786.77,93262.33,3.0,BTC
2015-03-16,290.62,283.08,291.17,282.47,8819.7,89511.0,3.0,BTC
2015-03-17,290.54,290.62,293.93,288.93,7724.07,99561.0,3.0,BTC
2015-03-18,283.75,290.54,291.75,282.6,18277.12,99561.0,3.0,BTC
2015-03-19,252.45,283.75,284.48,246.78,16096.79,99561.0,3.0,BTC
2015-03-20,263.47,252.45,264.24,250.67,7552.27,103532.0,3.0,BTC
2015-03-21,259.91,263.47,263.47,258.39,9382.83,104361.0,3.0,BTC
2015-03-22,259.39,259.91,262.14,254.79,11213.38,105190.0,3.0,BTC
2015-03-23,267.55,259.39,269.98,259.33,13043.94,106019.0,3.0,BTC
2015-03-24,265.27,267.55,270.04,260.65,16427.45,106019.0,3.0,BTC
2015-03-25,246.67,265.27,265.79,242.88,12393.11,106019.0,3.0,BTC
2015-03-26,245.65,246.67,249.2,236.05,10837.76,101181.0,3.0,BTC
2015-03-27,246.55,245.65,254.44,244.38,8364.84,101181.0,3.0,BTC
2015-03-28,248.45,246.55,249.21,246.05,9194.14,97626.0,3.0,BTC
2015-03-29,246.73,248.45,254.11,246.01,10023.43,94071.0,3.0,BTC
2015-03-30,245.11,246.73,247.63,236.44,10852.73,90516.0,3.0,BTC
2015-03-31,247.26,245.11,248.6,242.28,8179.65,90516.0,3.0,BTC
2015-04-01,243.3,247.26,247.89,241.14,9529.31,119343.0,2.0,BTC
2015-04-02,246.96,243.3,247.96,240.13,9077.69,119343.0,2.0,BTC
2015-04-03,252.06,246.96,254.2,244.29,8659.58,111920.0,2.0,BTC
2015-04-04,253.43,252.06,255.76,251.17,8241.46,104497.0,2.0,BTC
2015-04-05,252.03,253.43,253.8,250.34,7823.34,97074.0,2.0,BTC
2015-04-06,260.36,252.03,261.15,251.12,7405.23,89651.0,2.0,BTC
2015-04-07,252.09,260.36,260.4,251.09,7307.56,108714.0,2.0,BTC
2015-04-08,252.86,252.09,255.23,251.74,7572.99,108714.0,2.0,BTC
2015-04-09,244.04,252.86,253.06,242.59,7620.34,108714.0,2.0,BTC
2015-04-10,240.95,244.04,244.98,237.9,11515.72,112826.0,2.0,BTC
2015-04-11,236.44,240.95,241.81,231.78,7677.15,113686.33,2.0,BTC
2015-04-12,236.55,236.44,237.32,233.42,3838.57,114546.67,2.0,BTC
2015-04-13,235.52,236.55,236.74,232.65,0.0,115407.0,2.0,BTC
2015-04-14,222.6,235.52,236.79,220.58,6154.67,115407.0,2.0,BTC
2015-04-15,220.91,222.6,222.6,215.46,8680.74,115407.0,2.0,BTC
2015-04-16,226.02,220.91,226.55,218.56,8410.1,99046.0,2.0,BTC
2015-04-17,227.93,226.02,229.28,224.73,7332.0,99046.0,2.0,BTC
2015-04-18,223.32,227.93,228.03,221.11,7309.29,96408.67,2.0,BTC
2015-04-19,223.41,223.32,223.87,220.12,7286.58,93771.33,2.0,BTC
2015-04-20,223.92,223.41,226.13,221.13,7263.87,91134.0,2.0,BTC
2015-04-21,224.98,223.92,226.22,221.92,9587.36,91134.0,2.0,BTC
2015-04-22,235.5,224.98,236.68,223.7,7535.02,111878.0,2.0,BTC
2015-04-23,234.16,235.5,238.16,232.44,6497.28,111878.0,2.0,BTC
2015-04-24,233.4,234.16,236.33,231.83,5241.44,111878.0,2.0,BTC
2015-04-25,228.92,233.4,233.89,228.44,7448.94,107407.0,2.0,BTC
2015-04-26,219.95,228.92,229.56,218.05,9656.45,102936.0,2.0,BTC
2015-04-27,219.19,219.95,220.21,214.28,11863.95,98465.0,2.0,BTC
2015-04-28,227.39,219.19,232.34,217.5,6931.74,113193.0,2.0,BTC
2015-04-29,225.35,227.39,227.39,222.87,6662.8,113193.0,2.0,BTC
2015-04-30,226.0,225.35,226.92,223.21,11339.46,113193.0,2.0,BTC
2015-05-01,236.68,226.0,239.64,226.0,9697.4,99560.0,2.0,BTC
2015-05-02,233.85,236.68,239.34,231.91,9390.88,101040.0,2.0,BTC
2015-05-03,236.24,233.85,236.93,232.49,9084.35,102520.0,2.0,BTC
2015-05-04,240.36,236.24,243.62,236.18,8777.83,104000.0,2.0,BTC
2015-05-05,235.6,240.36,242.83,235.51,8957.98,104000.0,2.0,BTC
2015-05-06,235.6,235.6,236.88,231.9,7817.31,104000.0,2.0,BTC
2015-05-07,230.42,235.6,236.19,228.9,8772.45,111125.0,2.0,BTC
2015-05-08,237.06,230.42,239.93,228.93,8466.61,111125.0,2.0,BTC
2015-05-09,244.7,237.06,245.91,236.09,7685.86,103886.33,2.0,BTC
2015-05-10,241.52,244.7,247.73,238.84,6905.12,96647.67,2.0,BTC
2015-05-11,239.4,241.52,244.28,237.76,6124.37,89409.0,2.0,BTC
2015-05-12,240.0,239.4,244.07,238.78,6291.95,89409.0,2.0,BTC
2015-05-13,241.35,240.0,242.27,239.56,10026.48,108858.0,2.0,BTC
2015-05-14,235.55,241.35,243.58,234.1,9610.34,108858.0,2.0,BTC
2015-05-15,237.57,235.55,238.4,233.27,9062.66,108858.0,2.0,BTC
2015-05-16,236.66,237.57,238.64,235.64,8403.0,102800.67,2.0,BTC
2015-05-17,236.34,236.66,237.2,234.68,7743.35,96743.33,2.0,BTC
2015-05-18,236.23,236.34,237.56,235.42,7083.69,90686.0,2.0,BTC
2015-05-19,233.31,236.23,236.68,231.72,6946.41,107346.0,2.0,BTC
2015-05-20,232.72,233.31,234.0,231.75,7040.85,107346.0,2.0,BTC
2015-05-21,234.2,232.72,234.89,231.72,6111.71,107346.0,2.0,BTC
2015-05-22,235.86,234.2,236.45,233.98,7718.5,102770.0,2.0,BTC
2015-05-23,240.16,235.86,241.4,235.15,7276.5,103599.0,2.0,BTC
2015-05-24,239.8,240.16,241.45,238.73,6834.5,104428.0,2.0,BTC
2015-05-25,240.94,239.8,242.63,238.99,6392.51,105257.0,2.0,BTC
2015-05-26,237.66,240.94,241.58,236.67,5950.51,106086.0,2.0,BTC
2015-05-27,237.18,237.66,238.73,235.7,6631.62,106086.0,2.0,BTC
2015-05-28,237.67,237.18,238.74,236.43,6001.17,110980.0,2.0,BTC
2015-05-29,237.23,237.67,237.9,236.54,6340.64,110980.0,2.0,BTC
2015-05-30,236.14,237.23,237.42,235.44,7612.3,106914.67,2.0,BTC
2015-05-31,233.33,236.14,236.46,231.99,8883.97,102849.33,2.0,BTC
2015-06-01,230.83,233.33,233.38,229.12,10155.63,98784.0,2.0,BTC
2015-06-02,223.42,230.83,231.78,221.71,8919.25,98784.0,2.0,BTC
2015-06-03,226.62,223.42,227.03,222.85,6835.7,127600.0,2.0,BTC
2015-06-04,225.44,226.62,227.39,223.8,6027.74,127600.0,2.0,BTC
2015-06-05,223.97,225.44,226.48,223.86,6580.07,127600.0,2.0,BTC
2015-06-06,224.25,223.97,226.03,223.08,6681.29,115965.33,2.0,BTC
2015-06-07,225.84,224.25,226.2,224.22,6782.5,104330.67,2.0,BTC
2015-06-08,223.69,225.84,226.33,222.81,6883.72,92696.0,2.0,BTC
2015-06-09,228.19,223.69,229.77,223.69,6386.51,121638.0,2.0,BTC
2015-06-10,229.2,228.19,231.16,227.95,5957.23,121638.0,2.0,BTC
2015-06-11,229.96,229.2,230.15,227.98,5631.46,121638.0,2.0,BTC
2015-06-12,229.91,229.96,230.39,229.32,5860.99,126945.0,2.0,BTC
2015-06-13,230.67,229.91,231.55,229.42,5863.38,127759.67,2.0,BTC
2015-06-14,233.14,230.67,233.14,230.17,5865.78,128574.33,2.0,BTC
2015-06-15,234.75,233.14,235.53,232.94,5868.17,129389.0,2.0,BTC
2015-06-16,237.4,234.75,238.6,234.46,10379.93,129389.0,2.0,BTC
2015-06-17,248.74,237.4,254.1,237.16,10011.16,129389.0,2.0,BTC
2015-06-18,247.24,248.74,257.87,246.39,9547.55,124929.0,2.0,BTC
2015-06-19,249.07,247.24,251.67,243.47,29810.11,124929.0,2.0,BTC
2015-06-20,240.79,249.07,250.56,240.4,21688.75,115504.0,2.0,BTC
2015-06-21,244.16,240.79,246.47,239.56,13567.39,106079.0,2.0,BTC
2015-06-22,244.96,244.16,245.98,241.57,5446.03,96654.0,2.0,BTC
2015-06-23,247.13,244.96,248.21,243.52,5335.17,96654.0,2.0,BTC
2015-06-24,243.37,247.13,247.13,242.83,5316.52,113093.0,2.0,BTC
2015-06-25,240.92,243.37,244.0,239.93,5700.06,113093.0,2.0,BTC
2015-06-26,242.32,240.92,243.62,240.8,6548.17,113093.0,2.0,BTC
2015-06-27,242.29,242.32,242.92,240.67,7771.19,110730.0,2.0,BTC
2015-06-28,250.38,242.29,251.09,242.29,8994.22,108367.0,2.0,BTC
2015-06-29,249.43,250.38,250.38,246.67,10217.24,106004.0,2.0,BTC
2015-06-30,258.39,249.43,259.24,248.42,11626.26,155869.0,2.0,BTC
2015-07-01,261.72,258.39,268.23,258.29,8150.38,155869.0,3.0,BTC
2015-07-02,259.63,261.72,261.84,254.74,6288.44,155869.0,3.0,BTC
2015-07-03,255.53,259.63,259.79,253.41,7198.57,160419.25,3.0,BTC
2015-07-04,253.88,255.53,256.07,252.29,8108.7,164969.5,3.0,BTC
2015-07-05,261.43,253.88,262.95,253.01,9018.84,169519.75,3.0,BTC
2015-07-06,267.61,261.43,273.82,257.67,9928.97,174070.0,3.0,BTC
2015-07-07,270.08,267.61,276.27,267.56,7114.39,174070.0,3.0,BTC
2015-07-08,264.36,270.08,270.18,263.11,7744.93,174070.0,3.0,BTC
2015-07-09,267.94,264.36,272.38,263.56,6928.7,191163.0,3.0,BTC
2015-07-10,269.25,267.94,271.98,267.07,15760.0,191163.0,3.0,BTC
2015-07-11,286.54,269.25,295.01,268.57,14840.09,197003.67,3.0,BTC
2015-07-12,301.04,286.54,303.01,286.54,13920.19,202844.33,3.0,BTC
2015-07-13,304.99,301.04,313.77,296.46,13000.28,208685.0,3.0,BTC
2015-07-14,290.93,304.99,305.39,277.72,7147.48,208685.0,3.0,BTC
2015-07-15,288.49,290.93,295.88,285.34,7261.97,115570.0,3.0,BTC
2015-07-16,287.56,288.49,292.33,282.45,8771.75,115570.0,3.0,BTC
2015-07-17,276.98,287.56,288.2,274.43,6840.84,115570.0,3.0,BTC
2015-07-18,278.33,276.98,279.5,271.62,6336.86,120611.67,3.0,BTC
2015-07-19,275.31,278.33,282.31,273.08,5832.88,125653.33,3.0,BTC
2015-07-20,274.28,275.31,275.74,271.63,5328.9,130695.0,3.0,BTC
2015-07-21,279.46,274.28,279.77,273.84,5033.72,133785.0,3.0,BTC
2015-07-22,274.87,279.46,280.47,273.87,4611.39,133785.0,3.0,BTC
2015-07-23,276.21,274.87,277.49,274.27,5347.51,133785.0,3.0,BTC
2015-07-24,276.24,276.21,276.94,275.09,7203.81,109918.0,3.0,BTC
2015-07-25,287.56,276.24,289.58,275.95,6942.15,111687.33,3.0,BTC
2015-07-26,287.84,287.56,290.59,286.5,6680.48,113456.67,3.0,BTC
2015-07-27,291.2,287.84,292.73,287.23,6418.82,115226.0,3.0,BTC
2015-07-28,293.15,291.2,296.15,285.93,5707.1,115226.0,3.0,BTC
2015-07-29,292.99,293.15,295.38,292.13,5211.42,115226.0,3.0,BTC
2015-07-30,288.62,292.99,292.99,287.44,5218.19,123577.0,3.0,BTC
2015-07-31,286.74,288.62,289.72,285.51,5615.32,123577.0,3.0,BTC
2015-08-01,282.34,286.74,287.0,281.13,5284.89,116918.0,3.0,BTC
2015-08-02,278.68,282.34,282.92,276.98,4954.45,110259.0,3.0,BTC
2015-08-03,279.49,278.68,282.13,276.69,4624.02,103600.0,3.0,BTC
2015-08-04,283.49,279.49,284.79,279.47,5556.91,103600.0,3.0,BTC
2015-08-05,284.24,283.49,285.18,280.9,5847.36,133758.0,3.0,BTC
2015-08-06,280.94,284.24,284.35,280.09,5000.88,133758.0,3.0,BTC
2015-08-07,275.93,280.94,281.09,275.93,5192.8,133758.0,3.0,BTC
2015-08-08,278.28,275.93,279.72,275.49,5236.69,123009.33,3.0,BTC
2015-08-09,261.75,278.28,278.47,259.27,5280.58,112260.67,3.0,BTC
2015-08-10,265.08,261.75,266.8,260.55,5324.47,101512.0,3.0,BTC
2015-08-11,264.88,265.08,266.35,261.96,5878.03,114741.0,3.0,BTC
2015-08-12,270.22,264.88,271.2,264.17,6217.22,114741.0,3.0,BTC
2015-08-13,264.14,270.22,270.24,264.14,5434.23,114741.0,3.0,BTC
2015-08-14,262.02,264.14,265.3,261.13,6897.74,111255.0,3.0,BTC
2015-08-15,265.4,262.02,267.06,261.94,6852.21,112519.67,3.0,BTC
2015-08-16,261.2,265.4,265.99,259.42,6806.67,113784.33,3.0,BTC
2015-08-17,258.01,261.2,261.2,255.74,6761.14,115049.0,3.0,BTC
2015-08-18,256.45,258.01,259.64,255.35,8204.81,115049.0,3.0,BTC
2015-08-19,230.38,256.45,256.49,214.03,16696.31,115049.0,3.0,BTC
2015-08-20,232.06,230.38,236.12,220.75,8940.0,118230.0,3.0,BTC
2015-08-21,234.56,232.06,236.63,229.82,7878.14,118230.0,3.0,BTC
2015-08-22,233.04,234.56,235.86,230.82,10631.59,110329.67,3.0,BTC
2015-08-23,231.21,233.04,233.21,221.82,13385.04,102429.33,3.0,BTC
2015-08-24,227.23,231.21,231.79,224.11,16138.49,94529.0,3.0,BTC
2015-08-25,203.18,227.23,227.23,198.23,20002.92,94529.0,3.0,BTC
2015-08-26,219.82,203.18,226.28,202.14,9739.46,122852.0,3.0,BTC
2015-08-27,224.54,219.82,230.4,219.71,7938.43,122852.0,3.0,BTC
2015-08-28,224.19,224.54,228.03,219.91,9005.75,122852.0,3.0,BTC
2015-08-29,230.94,224.19,234.72,222.5,8239.01,117731.0,3.0,BTC
2015-08-30,230.59,230.94,232.93,227.0,7472.26,112610.0,3.0,BTC
2015-08-31,227.18,230.59,230.64,225.32,6705.52,107489.0,3.0,BTC
2015-09-01,229.03,227.18,231.88,224.81,8594.57,130410.0,2.0,BTC
2015-09-02,226.29,229.03,229.48,225.83,7477.0,130410.0,2.0,BTC
2015-09-03,228.35,226.29,230.06,225.67,6712.57,130410.0,2.0,BTC
2015-09-04,227.15,228.35,228.45,226.12,7020.27,103973.0,2.0,BTC
2015-09-05,229.67,227.15,230.61,226.89,7331.45,109346.5,2.0,BTC
2015-09-06,240.7,229.67,241.15,229.19,7642.63,114720.0,2.0,BTC
2015-09-07,239.88,240.7,243.14,237.56,7953.81,120093.5,2.0,BTC
2015-09-08,242.02,239.88,243.2,238.37,8264.99,125467.0,2.0,BTC
2015-09-09,244.31,242.02,245.83,241.83,6800.15,125467.0,2.0,BTC
2015-09-10,237.99,244.31,244.49,237.41,5822.01,124951.0,2.0,BTC
2015-09-11,240.56,237.99,240.72,235.68,5807.8,124951.0,2.0,BTC
2015-09-12,239.82,240.56,241.15,238.81,6525.8,131983.33,2.0,BTC
2015-09-13,235.05,239.82,240.11,234.19,7243.8,139015.67,2.0,BTC
2015-09-14,229.16,235.05,235.53,227.95,7961.8,146048.0,2.0,BTC
2015-09-15,230.51,229.16,232.49,227.78,6953.11,146048.0,2.0,BTC
2015-09-16,230.98,230.51,231.56,229.41,7866.47,167269.0,2.0,BTC
2015-09-17,229.59,230.98,231.01,226.69,7532.78,167269.0,2.0,BTC
2015-09-18,233.24,229.59,234.62,228.39,4579.73,167269.0,2.0,BTC
2015-09-19,232.5,233.24,234.24,231.76,5596.81,149796.33,2.0,BTC
2015-09-20,231.34,232.5,232.76,230.83,6613.9,132323.67,2.0,BTC
2015-09-21,230.75,231.34,232.08,230.51,7630.98,114851.0,2.0,BTC
2015-09-22,227.79,230.75,230.83,226.15,8827.76,136784.0,2.0,BTC
2015-09-23,231.31,227.79,232.11,224.6,6307.83,136784.0,2.0,BTC
2015-09-24,231.1,231.31,231.46,229.16,9095.34,136784.0,2.0,BTC
2015-09-25,233.74,231.1,235.54,230.72,6468.71,128166.0,2.0,BTC
2015-09-26,234.92,233.74,237.11,233.63,6966.76,131634.0,2.0,BTC
2015-09-27,234.33,234.92,234.99,233.18,7464.81,135102.0,2.0,BTC
2015-09-28,237.21,234.33,237.42,232.65,7962.86,138570.0,2.0,BTC
2015-09-29,238.57,237.21,240.25,236.22,6880.33,138570.0,2.0,BTC
2015-09-30,238.06,238.57,240.32,236.16,5549.05,138570.0,2.0,BTC
2015-10-01,237.15,238.06,238.12,235.44,5670.97,134327.0,2.0,BTC
2015-10-02,238.06,237.15,238.95,235.96,5947.95,134327.0,2.0,BTC
2015-10-03,237.64,238.06,238.83,236.98,6438.83,124061.67,2.0,BTC
2015-10-04,239.0,237.64,239.6,237.28,6929.7,113796.33,2.0,BTC
2015-10-05,238.82,239.0,239.5,238.24,7420.58,103531.0,2.0,BTC
2015-10-06,240.63,238.82,241.06,237.22,9347.01,103531.0,2.0,BTC
2015-10-07,246.5,240.63,247.57,240.62,9035.05,134931.0,2.0,BTC
2015-10-08,244.5,246.5,246.59,242.8,5358.51,134931.0,2.0,BTC
2015-10-09,243.26,244.5,244.71,242.36,4999.71,134931.0,2.0,BTC
2015-10-10,244.97,243.26,245.02,242.74,5109.28,132289.0,2.0,BTC
2015-10-11,245.07,244.97,245.86,243.28,5218.86,129647.0,2.0,BTC
2015-10-12,247.65,245.07,247.92,244.77,5328.43,127005.0,2.0,BTC
2015-10-13,244.58,247.65,247.77,243.88,6471.08,134878.0,2.0,BTC
2015-10-14,249.46,244.58,250.55,244.47,7542.42,134878.0,2.0,BTC
2015-10-15,254.64,249.46,255.94,249.31,6623.1,134878.0,2.0,BTC
2015-10-16,255.73,254.64,256.66,252.89,9104.56,143286.0,2.0,BTC
2015-10-17,267.54,255.73,268.09,255.23,7816.03,143513.67,2.0,BTC
2015-10-18,270.04,267.54,274.54,263.89,6527.5,143741.33,2.0,BTC
2015-10-19,264.99,270.04,271.21,261.38,5238.97,143969.0,2.0,BTC
2015-10-20,264.93,264.99,265.73,261.63,4652.97,143969.0,2.0,BTC
2015-10-21,270.5,264.93,272.22,264.02,6098.22,143969.0,2.0,BTC
2015-10-22,267.47,270.5,271.15,264.12,8714.9,147402.0,2.0,BTC
2015-10-23,274.25,267.47,278.61,267.42,7054.48,147402.0,2.0,BTC
2015-10-24,279.98,274.25,280.21,274.24,7224.98,142097.33,2.0,BTC
2015-10-25,286.87,279.98,289.05,278.46,7395.49,136792.67,2.0,BTC
2015-10-26,284.29,286.87,294.61,282.39,7565.99,131488.0,2.0,BTC
2015-10-27,287.83,284.29,291.78,280.9,10888.35,131488.0,2.0,BTC
2015-10-28,300.54,287.83,301.96,286.7,16005.21,160175.0,2.0,BTC
2015-10-29,304.33,300.54,306.59,297.7,12145.79,160175.0,2.0,BTC
2015-10-30,326.56,304.33,326.56,304.22,16267.3,160175.0,2.0,BTC
2015-10-31,327.58,326.56,333.75,313.39,17294.13,158583.33,2.33,BTC
2015-11-01,311.7,327.58,328.04,306.73,18320.95,156991.67,2.67,BTC
2015-11-02,325.65,311.7,327.72,311.06,19347.78,155400.0,3.0,BTC
2015-11-03,369.51,325.65,370.37,324.83,40259.65,186362.0,3.0,BTC
2015-11-04,432.46,369.51,434.28,362.43,49326.81,186362.0,3.0,BTC
2015-11-05,434.32,432.46,492.4,374.39,27216.75,186362.0,3.0,BTC
2015-11-06,359.59,434.32,434.32,355.03,20222.01,166893.0,3.0,BTC
2015-11-07,377.64,359.59,395.99,353.62,17094.46,164540.67,3.0,BTC
2015-11-08,387.78,377.64,392.29,377.16,13966.91,162188.33,3.0,BTC
2015-11-09,370.65,387.78,389.47,361.54,10839.36,159836.0,3.0,BTC
2015-11-10,376.95,370.65,386.63,366.96,16387.91,159836.0,3.0,BTC
2015-11-11,311.7,376.95,381.72,298.75,17757.39,159836.0,3.0,BTC
2015-11-12,320.04,311.7,326.9,300.74,15695.79,157847.0,3.0,BTC
2015-11-13,337.89,320.04,345.6,316.74,10519.03,157847.0,3.0,BTC
2015-11-14,334.12,337.89,341.27,325.74,9459.54,153021.0,3.0,BTC
2015-11-15,333.95,334.12,339.3,329.19,8400.04,148195.0,3.0,BTC
2015-11-16,320.06,333.95,334.84,315.76,7340.55,143369.0,3.0,BTC
2015-11-17,337.76,320.06,340.35,318.03,7247.61,143369.0,3.0,BTC
2015-11-18,333.33,337.76,337.76,331.43,5173.52,165269.0,3.0,BTC
2015-11-19,334.02,333.33,337.16,329.91,6700.81,165269.0,3.0,BTC
2015-11-20,315.63,334.02,335.02,311.75,9224.03,165269.0,3.0,BTC
2015-11-21,321.48,315.63,324.6,315.06,7732.25,160524.33,3.0,BTC
2015-11-22,326.36,321.48,328.33,320.61,6240.46,155779.67,3.0,BTC
2015-11-23,322.61,326.36,326.9,320.99,4748.68,151035.0,3.0,BTC
2015-11-24,320.99,322.61,326.06,317.44,5194.49,152324.0,3.0,BTC
2015-11-25,318.34,320.99,322.93,316.26,7794.68,152324.0,3.0,BTC
2015-11-26,332.47,318.34,333.56,317.97,7584.3,156279.5,3.0,BTC
2015-11-27,349.14,332.47,368.51,332.08,7373.93,160235.0,3.0,BTC
2015-11-28,354.95,349.14,364.06,347.84,8726.35,167706.0,3.0,BTC
2015-11-29,356.81,354.95,360.15,351.86,10078.78,175177.0,3.0,BTC
2015-11-30,375.2,356.81,379.61,355.13,11431.2,182648.0,3.0,BTC
2015-12-01,377.8,375.2,382.49,369.34,9357.22,182648.0,3.0,BTC
2015-12-02,352.13,377.8,379.2,348.11,8231.07,182648.0,3.0,BTC
2015-12-03,366.79,352.13,367.11,350.56,7200.93,164774.0,3.0,BTC
