Date,BTC_Close,BTC_Volume,BTC_transactions,BTC_interesst,gold_Close,gold_Volume,gold_Chg%,oil_Close,oil_Volume,VIX_Close,SP500_Close index
2015-11-05,434.31683,27216.75,186362.0,3,1149.7,80.0,-0.0009,45.200001,437646.0,15.05,2099.93
2015-11-06,359.586,20222.01,166893.0,3,1137.5,80.0,-0.0105,44.290001,448133.0,14.33,2099.2
2015-11-09,370.652,10839.36,159836.0,3,1138.8,0.0,0.0011,43.869999,487992.0,16.52,2078.58
2015-11-10,376.948,16387.91,159836.0,3,1139.0,20.0,0.0002,44.209999,445973.0,15.29,2081.72
2015-11-11,311.702,17757.39,159836.0,3,1135.0,0.0,-0.0034999999999999996,42.93,502371.0,16.06,2075.0
2015-11-12,320.036,15695.79,157847.0,3,1130.9,0.0,-0.0036,41.75,545351.0,18.37,2045.97
2015-11-13,337.893,10519.03,157847.0,3,1130.9,20.0,0.0,40.740002,480893.0,20.08,2023.04
2015-11-16,320.06,7340.55,143369.0,3,1132.1,0.0,0.0011,41.740002,535179.0,18.16,2053.19
2015-11-17,337.759,7247.61,143369.0,3,1116.5,10.0,-0.0137,40.669998,363714.0,18.84,2050.44
2015-11-18,333.33299,5173.52,165269.0,3,1116.5,10.0,0.0,40.75,251518.0,16.85,2083.58
2015-11-19,334.02499,6700.81,165269.0,3,1125.2,0.0,0.0077,40.540001,131356.0,16.99,2081.24
2015-11-20,315.63099,9224.03,165269.0,3,1123.4,10.0,-0.0016,40.389999,432642.0,15.47,2089.17
2015-11-23,322.606,4748.68,151035.0,3,1114.3,60.0,-0.008,41.75,516190.0,15.62,2086.59
2015-11-24,320.993,5194.49,152324.0,3,1121.2,220.0,0.0060999999999999995,42.869999,430304.0,15.93,2089.14
2015-11-25,318.337,7794.68,152324.0,3,1118.0,60.0,-0.0028000000000000004,43.040001,383158.0,15.19,2088.87
2015-11-27,349.138,7373.93,160235.0,3,1104.1,52130.0,0.0408,41.709999,316475.0,15.12,2090.11
2015-11-30,375.204,11431.2,182648.0,3,1113.5,4600.0,0.0084,41.650002,369509.0,16.13,2080.41
2015-12-01,377.798,9357.22,182648.0,3,1111.6,3440.0,-0.0017000000000000001,41.849998,415537.0,14.67,2102.63
2015-12-02,352.128,8231.07,182648.0,3,1102.0,500.0,-0.0086,39.939999,545289.0,15.91,2079.51
2015-12-03,366.788,7200.93,164774.0,3,1110.2,1160.0,0.0074,41.080002,496884.0,18.11,2049.62
2015-12-04,358.443,5828.13,164774.0,3,1132.8,890.0,0.0202,39.970001,510758.0,14.81,2091.69
2015-12-07,391.618,7450.8,179712.0,3,1123.9,660.0,-0.0078000000000000005,37.650002,635413.0,15.84,2077.07
2015-12-08,395.59299,6706.2,179712.0,3,1123.6,310.0,-0.0003,37.509998,767184.0,17.6,2063.59
2015-12-09,421.424,14296.19,220323.0,3,1124.5,390.0,0.0008,37.16,646166.0,19.61,2047.62
2015-12-10,415.076,6848.2,220323.0,3,1119.9,230.0,-0.0040999999999999995,36.759998,513940.0,19.34,2052.23
2015-12-11,421.813,13066.6,220323.0,3,1123.4,410.0,0.0031,35.619999,505406.0,24.39,2012.37
2015-12-14,437.021,160540.99,204141.0,3,1111.0,510.0,-0.0109,36.310001,550476.0,22.73,2021.94
2015-12-15,453.676,10524.31,223998.0,3,1109.4,220.0,-0.0014000000000000002,37.349998,474159.0,20.95,2043.41
2015-12-16,445.805,35969.03,223998.0,3,1124.9,80.0,0.0138,35.52,402967.0,17.86,2073.07
2015-12-17,451.102,6187.21,223998.0,3,1097.7,60.0,-0.024,34.950001,196227.0,18.94,2041.89
2015-12-18,456.425,4930.71,213847.0,3,1112.9,250.0,0.0137,34.73,116038.0,20.7,2005.55
2015-12-21,435.64099,6840.03,229444.0,3,1130.1,0.0,0.015300000000000001,34.740002,298080.0,18.7,2021.15
2015-12-22,438.276,6466.68,229444.0,3,1123.6,110.0,-0.005699999999999999,36.139999,302263.0,16.6,2038.97
2015-12-23,437.994,7455.28,229444.0,3,1117.8,200.0,-0.0051,37.5,374658.0,15.57,2064.29
2015-12-24,456.572,7020.69,210228.0,3,1125.5,20.0,0.0068000000000000005,38.099998,205873.0,15.74,2060.99
2015-12-28,427.817,6864.21,160271.0,3,1117.7,360.0,-0.0069,36.810001,220644.0,16.91,2056.5
2015-12-29,422.741,6013.97,160271.0,3,1118.2,0.0,0.0004,37.869999,241945.0,16.08,2078.36
2015-12-30,431.029,5066.16,176447.0,3,1110.4,0.0,-0.0069,36.599998,267912.0,17.29,2063.36
2015-12-31,424.962,6396.83,176447.0,3,1110.6,10.0,0.0002,37.040001,283623.0,18.21,2043.94
2016-01-04,431.691,5836.26,149038.0,3,1125.3,140.0,0.0129,36.759998,431985.0,20.7,2012.66
2016-01-05,433.732,5120.61,182371.0,3,1128.2,80.0,0.0026,35.970001,410131.0,19.34,2016.71
2016-01-06,427.164,5369.1,182371.0,3,1141.7,50.0,0.011899999999999999,33.970001,563811.0,20.59,1990.26
2016-01-07,441.021,12531.7,182371.0,3,1152.5,120.0,0.009399999999999999,33.27,617409.0,24.99,1943.09
2016-01-08,457.168,9564.11,181407.0,3,1141.8,100.0,-0.0095,33.16,596496.0,27.01,1922.03
2016-01-11,450.312,5572.68,191196.0,3,1138.6,40.0,-0.0028000000000000004,31.41,648640.0,24.3,1923.67
2016-01-12,446.614,5739.9,191196.0,3,1127.2,90.0,-0.009899999999999999,30.440001,627218.0,22.47,1938.68
2016-01-13,431.156,9754.5,191196.0,3,1127.5,50.0,0.0003,30.48,637903.0,25.22,1890.28
2016-01-14,431.41,5499.3,183182.0,3,1113.1,60.0,-0.0127,31.200001,537906.0,23.95,1921.84
2016-01-15,416.29,27319.74,183182.0,3,1127.6,40.0,0.0129,29.42,329094.0,27.02,1880.33
2016-01-19,382.738,8030.16,204128.0,3,1125.9,20.0,0.0435,28.459999,188026.0,26.05,1881.33
2016-01-20,378.775,13499.26,209071.0,3,1141.8,30.0,0.013999999999999999,26.549999,690039.0,27.59,1859.33
2016-01-21,417.439,9143.04,209071.0,3,1133.7,20.0,-0.006999999999999999,29.530001,694040.0,26.69,1868.99
2016-01-22,403.271,13321.19,209071.0,3,1132.7,0.0,-0.0009,32.189999,636573.0,22.34,1906.9
2016-01-25,397.885,6384.0,190400.0,3,1142.5,10.0,0.0086,30.34,606892.0,24.15,1877.08
2016-01-26,390.715,6856.0,230523.0,3,1157.4,180.0,0.0129,31.450001,642432.0,22.5,1903.63
2016-01-27,392.389,6264.62,230523.0,3,1154.0,10.0,-0.0029,32.299999,738551.0,23.11,1882.95
2016-01-28,381.356,8864.29,230523.0,3,1153.8,52860.0,-0.0002,33.220001,833378.0,22.42,1893.36
2016-01-29,369.133,11940.43,224394.0,3,1152.0,0.0,-0.0015,33.619999,618110.0,20.2,1940.24
2016-02-01,372.157,8101.5,222398.0,3,1163.6,1680.0,0.01,31.620001,595612.0,19.98,1939.38
2016-02-02,372.453,6889.93,222398.0,3,1161.6,1230.0,-0.0029,29.879999,602564.0,21.98,1903.03
2016-02-03,372.762,6937.95,222398.0,3,1174.8,1630.0,0.0113,32.279999,811699.0,21.65,1912.53
2016-02-04,370.433,8968.44,200661.0,3,1189.2,770.0,0.012199999999999999,31.719999,696721.0,21.84,1915.45
2016-02-05,386.954,7303.25,200661.0,3,1189.5,0.0,0.0003,30.889999,616531.0,23.38,1880.05
2016-02-08,376.924,7080.05,212190.0,3,1229.7,0.0,0.0336,29.690001,603646.0,26.0,1853.44
2016-02-09,372.434,8438.16,212190.0,3,1228.4,700.0,-0.001,27.940001,738219.0,26.54,1852.21
2016-02-10,374.764,9666.55,235527.0,3,1224.1,670.0,-0.0034999999999999996,27.450001,781280.0,26.29,1851.86
2016-02-11,379.186,10074.12,235527.0,3,1273.6,0.0,0.04019999999999999,26.209999,795965.0,28.14,1829.08
2016-02-12,378.576,6215.18,235527.0,3,1262.7,10.0,-0.0085,29.440001,675157.0,25.4,1864.78
2016-02-16,401.663,5323.92,215940.0,3,1232.6,0.0,0.0273,29.040001,651956.0,24.11,1895.58
2016-02-17,407.017,8502.56,215940.0,3,1238.7,50.0,0.0049,30.66,578639.0,22.31,1926.82
2016-02-18,417.492,6479.33,215940.0,3,1254.0,320.0,0.0123,30.77,225497.0,21.64,1917.83
2016-02-19,421.956,5578.81,217436.0,3,1258.9,80.0,0.0039000000000000003,29.639999,103202.0,20.53,1917.78
2016-02-22,436.14,4932.6,237696.0,3,1238.2,0.0,-0.0163,31.48,521016.0,19.38,1945.5
2016-02-23,438.745,9076.31,237696.0,3,1252.9,350.0,0.0118,31.870001,539379.0,20.98,1921.27
2016-02-24,419.896,6934.44,237696.0,3,1268.6,110.0,0.0124,32.150002,652245.0,20.72,1929.8
2016-02-25,422.617,6142.27,216290.0,3,1268.5,0.0,-0.0001,33.07,611874.0,19.11,1951.7
2016-02-26,421.244,6217.74,216290.0,3,1250.3,660.0,-0.0143,32.779999,646294.0,19.81,1948.05
2016-02-29,438.28,7535.1,233436.0,3,1264.8,580.0,0.0115,33.75,512468.0,20.55,1932.23
2016-03-01,436.426,7349.19,233436.0,3,1262.7,480.0,-0.0016,34.400002,566226.0,17.7,1978.35
2016-03-02,434.001,6890.75,270206.0,3,1274.5,270.0,0.009300000000000001,34.66,597834.0,17.09,1986.45
2016-03-03,419.254,12228.78,270206.0,3,1292.2,120.0,0.0138,34.57,512962.0,16.7,1993.4
2016-03-04,421.597,8492.44,270206.0,3,1307.1,0.0,0.0115,35.919998,578290.0,16.86,1999.99
2016-03-07,407.276,9434.21,234992.0,3,1301.8,70.0,-0.004,37.900002,709870.0,17.35,2001.76
2016-03-08,414.213,7850.91,200298.0,3,1300.5,0.0,-0.001,36.5,706933.0,18.67,1979.26
2016-03-09,410.739,5410.66,200298.0,3,1294.9,0.0,-0.0043,38.290001,740632.0,18.34,1989.26
2016-03-10,411.672,7970.87,200298.0,3,1311.6,0.0,0.0128,37.84,701435.0,18.05,1989.57
2016-03-11,416.708,7040.51,189816.0,3,1300.1,90.0,-0.0087,38.5,564791.0,16.5,2022.19
2016-03-14,414.208,6549.22,191341.0,3,1285.9,0.0,-0.0109,37.18,489938.0,16.92,2019.64
2016-03-15,416.034,7532.52,191341.0,3,1271.7,40.0,-0.011000000000000001,36.34,446100.0,16.84,2015.93
2016-03-16,414.167,6308.13,191341.0,3,1272.4,50.0,0.0005,38.459999,494174.0,14.99,2027.22
2016-03-17,417.138,6120.06,208319.0,3,1305.6,30.0,0.0259,40.200001,298013.0,14.44,2040.59
2016-03-18,417.154,8382.0,208319.0,3,1293.5,0.0,-0.0092,39.439999,130151.0,14.02,2049.58
2016-03-21,407.496,6084.87,178143.0,3,1284.2,1060.0,-0.0070999999999999995,39.91,479337.0,13.79,2051.6
2016-03-22,415.125,6117.22,178143.0,3,1290.3,20.0,0.004699999999999999,41.450001,463693.0,14.17,2049.8
2016-03-23,417.318,5342.24,186808.0,3,1265.5,10.0,-0.0191,39.790001,492003.0,14.94,2036.71
2016-03-24,415.837,4794.87,186808.0,3,1263.9,10.0,-0.0013,39.459999,495168.0,14.74,2035.94
2016-03-28,424.297,5492.02,159049.0,3,1262.2,30.0,0.0444,39.389999,299775.0,15.24,2037.05
2016-03-29,423.597,7317.48,197409.0,3,1277.8,40.0,0.0123,38.279999,488032.0,13.82,2055.01
2016-03-30,414.613,5765.16,197409.0,3,1268.4,48250.0,-0.0073,38.32,542469.0,13.56,2063.95
2016-03-31,414.458,5344.55,197409.0,3,1272.4,3380.0,0.0031,38.34,532152.0,13.95,2059.74
2016-04-01,416.012,5212.94,211922.0,3,1260.4,1600.0,-0.009399999999999999,36.790001,547190.0,13.1,2072.78
2016-04-04,418.593,5277.54,208929.0,3,1256.2,2040.0,-0.0033,35.700001,549477.0,14.12,2066.13
2016-04-05,422.044,5604.98,208929.0,3,1266.0,480.0,0.0077,35.889999,485543.0,15.42,2045.17
2016-04-06,422.29499,5243.72,208929.0,3,1260.3,250.0,-0.0045000000000000005,37.75,751048.0,14.09,2066.66
2016-04-07,420.553,4917.13,218463.0,3,1273.8,380.0,0.0106,37.259998,626749.0,16.16,2041.91
2016-04-08,421.616,6506.86,218463.0,3,1278.8,410.0,0.0039000000000000003,39.720001,817230.0,15.36,2047.6
2016-04-11,421.192,5009.04,186954.0,3,1293.9,440.0,0.011699999999999999,40.360001,679351.0,16.26,2041.99
2016-04-12,426.383,6812.33,186954.0,3,1297.9,190.0,0.0031,42.169998,796837.0,14.85,2061.72
2016-04-13,426.84399,5787.14,223506.0,3,1285.4,200.0,-0.0096,41.759998,730437.0,13.84,2082.42
2016-04-14,425.494,4617.53,223506.0,3,1263.6,260.0,-0.0168,41.5,488614.0,13.72,2082.78
2016-04-15,426.279,4175.37,223506.0,3,1271.2,100.0,0.006,40.360001,520146.0,13.62,2080.73
2016-04-18,429.318,139.8,182004.0,3,1271.8,0.0,0.0005,39.779999,342463.0,13.35,2094.34
2016-04-19,428.522,6212.91,226511.0,3,1292.3,390.0,0.016,41.080002,101734.0,13.24,2100.8
2016-04-20,435.926,7114.19,226511.0,3,1293.8,180.0,0.0012,42.630001,796240.0,13.28,2102.4
2016-04-21,443.758,7531.59,226511.0,3,1291.0,120.0,-0.0022,43.18,671103.0,13.95,2091.48
2016-04-22,446.776,6870.06,210976.0,3,1270.3,190.0,-0.0159,43.73,575107.0,13.22,2091.58
2016-04-25,458.626,9306.65,217564.0,3,1280.6,440.0,0.008100000000000001,42.639999,606383.0,14.08,2087.79
2016-04-26,464.429,7344.64,217564.0,3,1283.9,100.0,0.0026,44.040001,564392.0,13.96,2091.7
2016-04-27,466.064,10691.12,217564.0,3,1291.3,40.0,0.005699999999999999,45.330002,648028.0,13.77,2095.15
2016-04-28,441.304,7939.68,247957.0,3,1308.1,300.0,0.0131,46.029999,487412.0,15.22,2075.81
2016-04-29,446.236,5909.5,247957.0,3,1332.7,460.0,0.0187,45.919998,598439.0,15.7,2065.3
2016-05-02,453.067,7490.69,191430.0,4,1338.6,190.0,0.0044,44.779999,464027.0,14.68,2081.43
2016-05-03,443.681,5775.57,191430.0,4,1334.1,0.0,-0.0033,43.650002,625551.0,15.6,2063.37
2016-05-04,449.157,4753.32,233691.0,4,1315.6,110.0,-0.0138,43.779999,711125.0,16.05,2051.12
2016-05-05,447.73999,5325.87,233691.0,4,1311.1,330.0,-0.0049,44.32,746159.0,15.91,2050.63
2016-05-06,447.58599,6193.93,233691.0,4,1333.4,310.0,0.0169,44.66,695306.0,14.72,2057.14
2016-05-09,458.708,5737.41,202062.0,4,1306.2,340.0,-0.0203,43.439999,767568.0,14.57,2058.69
2016-05-10,460.954,4304.4,245721.0,4,1304.6,20.0,-0.0012,44.66,709415.0,13.63,2084.39
2016-05-11,454.39399,4844.47,245721.0,4,1315.9,10.0,0.0086,46.23,869957.0,14.69,2064.46
2016-05-12,451.155,6050.97,245721.0,4,1311.0,100.0,-0.0037,46.700001,715102.0,14.41,2064.11
2016-05-13,453.701,5241.18,232146.0,4,1312.8,70.0,0.0014000000000000002,46.209999,519363.0,15.04,2046.61
2016-05-16,457.64099,5923.76,239809.0,4,1315.1,40.0,0.0017000000000000001,47.720001,550863.0,14.68,2066.66
2016-05-17,454.278,5953.21,239809.0,4,1318.2,20.0,0.0023,48.310001,470440.0,15.57,2047.21
2016-05-18,454.064,5391.97,239809.0,4,1317.6,20.0,-0.0005,48.189999,343184.0,15.95,2047.63
2016-05-19,453.494,7798.06,219145.0,4,1299.2,70.0,-0.0139,48.16,108816.0,16.33,2040.04
2016-05-20,440.231,7675.16,219145.0,4,1299.2,40.0,0.0,47.75,538047.0,15.2,2052.32
2016-05-23,440.551,5542.63,184348.0,4,1298.2,60.0,-0.0008,48.080002,475453.0,15.82,2048.04
2016-05-24,444.489,6001.0,184348.0,4,1276.0,20.0,-0.017,48.619999,475965.0,14.42,2076.06
2016-05-25,447.035,6037.6,247841.0,4,1270.7,10.0,-0.0040999999999999995,49.560001,550501.0,13.9,2090.54
2016-05-26,448.278,5587.71,247841.0,4,1266.9,0.0,-0.003,49.48,488465.0,13.43,2090.1
2016-05-27,467.262,9644.73,247841.0,4,1260.9,63740.0,-0.004699999999999999,49.330002,406386.0,13.12,2099.06
2016-05-31,537.23299,8448.61,215249.0,4,1262.6,6430.0,0.0471,49.099998,476988.0,14.19,2096.95
2016-06-01,528.04999,5478.68,215249.0,5,1260.5,2720.0,-0.0017000000000000001,49.009998,568839.0,14.2,2099.33
2016-06-02,538.568,6248.35,215249.0,5,1258.2,1630.0,-0.0018,49.169998,564846.0,13.63,2105.26
2016-06-03,537.185,10135.11,234669.0,5,1287.9,0.0,0.0235,48.619999,481034.0,13.47,2099.13
2016-06-06,578.84899,6635.45,221171.0,5,1292.7,1140.0,0.0037,49.689999,450472.0,13.65,2109.41
2016-06-07,585.399,9110.13,221171.0,5,1292.1,280.0,-0.0005,50.360001,542254.0,14.05,2112.13
2016-06-08,576.226,5751.01,221171.0,5,1307.3,410.0,0.011699999999999999,51.23,656416.0,14.08,2119.12
2016-06-09,580.43599,4719.51,236353.0,5,1317.7,380.0,0.0079,50.560001,560723.0,14.64,2115.48
2016-06-10,574.953,5432.41,236353.0,5,1321.0,10.0,0.0025,49.07,596119.0,17.03,2096.07
2016-06-13,682.226,15500.22,210711.0,5,1331.6,330.0,0.0075,48.880001,506036.0,20.97,2079.06
2016-06-14,695.155,12050.21,210711.0,5,1329.1,550.0,-0.0019,48.490002,456144.0,20.5,2075.32
2016-06-15,685.442,7656.06,259202.0,5,1329.2,0.0,-0.0001,48.009998,527870.0,20.14,2071.5
2016-06-16,732.357,16649.33,259202.0,5,1339.8,250.0,0.0079,46.209999,507910.0,19.37,2077.99
2016-06-17,773.25,13928.19,259202.0,5,1337.1,130.0,-0.002,47.98,226653.0,19.41,2071.22
2016-06-20,758.903,9099.01,235317.0,5,1337.7,50.0,0.001,49.369999,98293.0,18.37,2083.25
2016-06-21,702.696,25171.26,248164.0,5,1318.1,130.0,-0.0146,48.849998,475407.0,18.48,2088.9
2016-06-22,657.013,14351.89,248164.0,5,1315.6,50.0,-0.0019,49.130001,569939.0,21.17,2085.45
2016-06-23,581.249,21194.12,248164.0,5,1311.2,220.0,-0.0033,50.110001,401885.0,17.25,2113.32
2016-06-24,657.08999,18903.55,237625.0,5,1370.3,690.0,0.0449,47.639999,649446.0,25.76,2037.41
2016-06-27,644.091,6616.65,217029.0,5,1372.3,90.0,0.0015,46.330002,504613.0,23.85,2000.54
2016-06-28,655.94399,5798.99,217029.0,5,1365.7,20.0,-0.0048,47.849998,498851.0,18.75,2036.09
2016-06-29,634.357,6421.22,217029.0,5,1374.9,410.0,0.0067,49.880001,511476.0,16.64,2070.77
2016-06-30,635.093,7731.39,231960.0,5,1368.5,560.0,-0.0046,48.330002,508736.0,15.63,2098.86
2016-07-01,683.293,6673.16,231960.0,3,1387.8,0.0,0.013999999999999999,48.990002,405187.0,14.77,2102.95
2016-07-05,679.351,5141.85,177127.0,3,1407.9,0.0,0.0462,46.599998,609194.0,15.58,2088.55
2016-07-06,676.872,5543.33,214691.0,3,1416.3,0.0,0.0059,47.43,607663.0,14.96,2099.73
2016-07-07,671.814,12156.93,214691.0,3,1409.3,210.0,-0.0055000000000000005,45.139999,710893.0,14.76,2097.9
2016-07-08,640.476,10981.41,214691.0,3,1406.3,250.0,-0.0021,45.41,583078.0,13.2,2129.9
2016-07-11,656.747,4630.65,185405.0,3,1405.6,30.0,-0.0005,44.759998,533657.0,13.54,2137.16
2016-07-12,648.136,10423.17,219034.0,3,1385.0,250.0,-0.0146,46.799999,658257.0,13.55,2152.14
2016-07-13,663.443,21618.43,219034.0,3,1393.3,0.0,0.006,44.75,686245.0,13.04,2152.43
2016-07-14,654.018,4955.76,219034.0,3,1382.0,20.0,-0.008100000000000001,45.68,573761.0,12.82,2163.75
2016-07-15,663.638,4686.98,216081.0,3,1377.8,50.0,-0.003,45.950001,430256.0,12.67,2161.74
2016-07-18,681.239,4582.8,222835.0,3,1379.7,50.0,0.0014000000000000002,45.240002,211393.0,12.44,2166.89
2016-07-19,673.832,3733.43,222835.0,3,1384.9,350.0,0.005,44.650002,128127.0,11.97,2163.78
2016-07-20,673.008,3486.04,222835.0,3,1372.3,750.0,-0.009000000000000001,44.939999,541014.0,11.77,2173.02
2016-07-21,662.034,3919.21,217606.0,3,1384.8,320.0,0.0091,44.75,432972.0,12.74,2165.17
2016-07-22,666.747,7254.06,217606.0,3,1378.1,60.0,-0.0048,44.189999,428407.0,12.02,2175.03
2016-07-25,660.284,3970.26,183890.0,3,1373.9,550.0,-0.003,43.130001,389837.0,12.87,2168.48
2016-07-26,655.418,6215.23,183890.0,3,1375.2,50.0,0.0009,42.919998,461324.0,13.05,2169.18
2016-07-27,650.82899,5288.49,235603.0,3,1384.1,0.0,0.0068000000000000005,41.919998,537390.0,12.83,2166.58
2016-07-28,656.91599,3888.88,235603.0,3,1390.9,0.0,0.0049,41.139999,447913.0,12.72,2170.06
2016-07-29,655.427,4269.56,235603.0,3,1407.8,6080.0,0.0121,41.599998,478763.0,11.87,2173.6
2016-08-01,621.37299,7951.79,199484.0,3,1408.3,0.0,0.0004,40.060001,533020.0,12.44,2170.84
2016-08-02,601.227,14299.83,251098.0,3,1421.5,50.0,0.009300000000000001,39.509998,534512.0,13.37,2157.03
2016-08-03,555.926,20710.53,251098.0,3,1416.0,720.0,-0.0038,40.830002,655186.0,12.86,2163.79
2016-08-04,578.52374,9496.02,251098.0,3,1420.0,380.0,0.0028000000000000004,41.93,598836.0,12.42,2164.25
2016-08-05,570.33875,5558.28,228244.0,3,1400.0,1110.0,-0.013999999999999999,41.799999,550189.0,11.39,2182.87
2016-08-08,589.66125,3721.63,235295.0,3,1397.4,590.0,-0.0018,43.02,562530.0,11.5,2180.89
2016-08-09,586.715,4827.98,235295.0,3,1402.7,0.0,0.0038,42.77,624703.0,11.66,2181.74
2016-08-10,585.23875,9234.0,235295.0,3,1407.7,110.0,0.0034999999999999996,41.709999,676148.0,12.05,2175.49
2016-08-11,594.81625,5030.02,254515.0,3,1406.1,670.0,-0.0011,43.490002,682235.0,11.68,2185.79
2016-08-12,581.9625,3855.08,254515.0,3,1398.9,110.0,-0.0051,44.490002,536081.0,11.55,2184.05
2016-08-15,571.9625,4407.58,200174.0,3,1402.7,0.0,0.0027,45.740002,522526.0,11.81,2190.15
2016-08-16,567.60749,4584.07,200174.0,3,1411.1,0.0,0.006,46.580002,550440.0,12.64,2178.15
2016-08-17,575.54125,4431.2,238003.0,3,1402.7,140.0,-0.0059,46.790001,563354.0,12.19,2182.22
2016-08-18,572.37249,3833.7,238003.0,3,1411.2,140.0,0.006,48.220001,229277.0,11.43,2187.02
2016-08-19,573.01625,3838.87,238003.0,3,1400.1,200.0,-0.0078000000000000005,48.52,162438.0,11.34,2183.87
2016-08-22,579.6675,4431.22,208224.0,3,1397.3,120.0,-0.002,47.049999,515256.0,12.27,2182.64
2016-08-23,585.5075,5095.11,239021.0,3,1399.9,550.0,0.0019,48.099998,623904.0,12.38,2186.9
2016-08-24,577.98749,3811.25,239021.0,3,1382.5,0.0,-0.0124,46.77,603495.0,13.45,2175.44
2016-08-25,574.5825,4119.58,239021.0,3,1376.1,0.0,-0.0046,47.330002,458816.0,13.63,2172.47
2016-08-26,575.0625,3331.47,226767.0,3,1375.3,140.0,-0.0006,47.639999,558344.0,13.65,2169.04
2016-08-29,574.49749,4541.78,225282.0,3,1376.5,40.0,0.0009,46.98,309254.0,12.94,2180.38
2016-08-30,571.94125,4160.45,225282.0,3,1366.6,710.0,-0.0072,46.349998,464449.0,13.12,2176.12
2016-08-31,573.78125,4385.72,225282.0,3,1360.0,210.0,-0.0048,44.700001,549007.0,13.42,2170.95
2016-09-01,572.96,5080.94,237466.0,3,1364.9,230.0,0.0034000000000000002,43.16,605003.0,13.48,2170.86
2016-09-02,570.1,4869.74,237466.0,3,1377.6,60.0,0.009300000000000001,44.439999,576915.0,11.98,2179.98
2016-09-06,604.465,4143.07,183244.0,3,1403.4,50.0,0.0601,44.830002,932145.0,12.02,2186.48
2016-09-07,609.4325,4593.72,250809.0,3,1399.4,10.0,-0.0028000000000000004,45.5,572884.0,11.94,2186.16
2016-09-08,613.67499,5252.72,250809.0,3,1392.5,30.0,-0.0049,47.619999,761943.0,12.51,2181.3
2016-09-09,623.6,4453.85,250809.0,3,1385.4,40.0,-0.0051,45.880001,688191.0,17.5,2127.81
2016-09-12,604.8275,3922.28,193320.0,3,1376.7,180.0,-0.0062,46.290001,745016.0,15.16,2159.04
2016-09-13,607.03625,3853.46,239886.0,3,1373.1,250.0,-0.0026,44.900002,657775.0,17.85,2127.02
2016-09-14,606.885,3746.32,239886.0,3,1375.6,10.0,0.0018,43.580002,705861.0,18.14,2125.77
2016-09-15,606.8975,3809.3,239886.0,3,1367.2,0.0,-0.0060999999999999995,43.91,537185.0,16.3,2147.26
2016-09-16,605.52125,4232.67,211128.0,3,1359.4,0.0,-0.005699999999999999,43.029999,231191.0,15.37,2139.16
2016-09-19,609.37249,3011.09,223540.0,3,1366.7,20.0,0.0053,43.299999,129857.0,15.53,2139.12
2016-09-20,606.7175,4275.58,223540.0,3,1367.1,100.0,0.0002,43.439999,694130.0,15.92,2139.76
2016-09-21,595.93375,5205.29,223540.0,3,1380.7,80.0,0.009899999999999999,45.34,585987.0,13.3,2163.12
2016-09-22,596.225,3983.13,231227.0,3,1392.1,20.0,0.0079,46.32,521680.0,12.02,2177.18
2016-09-23,595.0175,3773.33,231227.0,3,1389.0,40.0,-0.0023,44.48,718395.0,12.29,2164.69
2016-09-26,598.9075,4220.87,195642.0,3,1391.8,30.0,0.0019,45.93,527119.0,14.5,2146.1
2016-09-27,605.0175,4356.03,195642.0,3,1377.8,50.0,-0.0102,44.669998,630757.0,13.1,2159.93
2016-09-28,602.885,3650.93,234995.0,3,1370.4,30.0,-0.005600000000000001,47.049999,1008434.0,12.39,2171.37
2016-09-29,603.58124,4060.87,234995.0,3,1372.8,6110.0,0.0017000000000000001,47.830002,702649.0,14.02,2151.13
2016-09-30,604.52125,4626.36,234995.0,3,1364.1,0.0,-0.0063,48.240002,496515.0,13.29,2168.27
2016-10-03,611.88874,4282.64,213930.0,3,1359.6,300.0,-0.0033,48.810001,458021.0,13.57,2161.2
2016-10-04,609.495,4959.1,264662.0,3,1315.8,1890.0,-0.0321,48.689999,513710.0,13.63,2150.49
2016-10-05,608.125,4427.98,264662.0,3,1315.0,250.0,-0.0006,49.830002,520070.0,12.99,2159.73
2016-10-06,610.57,3868.36,264662.0,3,1299.2,110.0,-0.012,50.439999,547915.0,12.84,2160.77
2016-10-07,610.23375,5081.4,266324.0,3,1298.2,170.0,-0.0008,49.810001,618809.0,13.48,2153.74
2016-10-11,618.3275,6127.14,222996.0,3,1303.2,30.0,-0.0033,50.790001,765608.0,15.36,2136.73
2016-10-12,637.21624,4493.04,222996.0,3,1301.4,130.0,-0.0014000000000000002,50.18,533884.0,15.91,2139.18
2016-10-13,637.73625,3867.82,229703.0,3,1306.0,320.0,0.0034999999999999996,50.439999,740676.0,16.69,2132.55
2016-10-14,635.88375,4411.45,229703.0,3,1304.1,310.0,-0.0014000000000000002,50.349998,519431.0,16.12,2132.98
2016-10-17,636.635,3898.77,197876.0,3,1305.5,40.0,0.0011,49.939999,418723.0,16.21,2126.5
2016-10-18,637.01625,4078.62,197876.0,3,1312.3,10.0,0.0052,50.290001,192803.0,15.28,2139.6
2016-10-19,634.605,4495.62,199083.0,3,1319.0,220.0,0.005,51.599998,132427.0,14.41,2144.29
2016-10-20,626.36875,4066.85,199083.0,3,1317.3,420.0,-0.0013,50.43,548947.0,13.75,2141.34
