Date,BTC_Close,BTC_Open,BTC_High,BTC_Low,BTC_Volume,BTC_transactions,BTC_interesst,gold_Open,gold_Close,gold_High,gold_Low,gold_Volume,gold_Chg%,oil_Open,oil_Close,oil_High,oil_Low,oil_Volume,VIX_Open,VIX_Close,VIX_High,VIX_Low,SP500_Close index
2016/5/6,447.58599,447.73999,449.468,445.826,6193.93,233691,4,1340.1,1333.4,1340.1,1340.1,310,0.0169,44.52,44.66,45.34,43.540001,695306,16.2,14.72,16.58,14.71,2057.14
2016/5/9,458.708,459.937,460.48,456.154,5737.41,202062,4,1312.9,1306.2,1312.9,1312.9,340,-0.0203,45,43.439999,45.939999,43.240002,767568,15.2,14.57,15.39,14.17,2058.69
2016/5/10,460.954,458.708,464.21,457.138,4304.4,245721,4,1311.3,1304.6,1311.3,1311.3,20,-0.0012,43.25,44.66,44.790001,43.029999,709415,13.98,13.63,14.35,13.55,2084.39
2016/5/11,454.39399,460.954,461.213,447.75699,4844.47,245721,4,1322.6,1315.9,1322.6,1322.6,10,0.0086,44.599998,46.23,46.360001,43.959999,869957,13.92,14.69,14.69,13.29,2064.46
2016/5/12,451.155,454.39399,454.938,450.832,6050.97,245721,4,1317.7,1311,1317.7,1317.7,100,-0.0037,46,46.700001,47.02,45.610001,715102,14.55,14.41,15.42,13.95,2064.11
2016/5/13,453.701,451.155,455.12299,447.731,5241.18,232146,4,1319.5,1312.8,1319.5,1319.5,70,0.0014,46.41,46.209999,46.490002,45.75,519363,15.15,15.04,15.47,13.97,2046.61
2016/5/16,457.64099,456.093,458.87299,455.325,5923.76,239809,4,1321.8,1315.1,1321.8,1321.8,40,0.0017,46.279999,47.720001,47.98,46.150002,550863,15.72,14.68,15.98,14.28,2066.66
2016/5/17,454.278,457.64099,457.927,451.33,5953.21,239809,4,1324.9,1318.2,1324.9,1324.9,20,0.0023,47.900002,48.310001,48.759998,47.529999,470440,14.57,15.57,16.12,14.48,2047.21
2016/5/18,454.064,454.278,454.812,452.3,5391.97,239809,4,1324.3,1317.6,1324.3,1324.3,20,-0.0005,48.529999,48.189999,48.950001,47.75,343184,15.72,15.95,16.47,14.86,2047.63
2016/5/19,453.494,454.064,455.734,453.243,7798.06,219145,4,1305.9,1299.2,1305.9,1305.9,70,-0.0139,47.869999,48.16,48.279999,46.73,108816,16.37,16.33,17.65,16.28,2040.04
2016/5/20,440.231,453.494,454.078,435.616,7675.16,219145,4,1305.9,1299.2,1305.9,1305.9,40,0,48.200001,47.75,48.790001,47.439999,538047,16.13,15.2,16.3,15.11,2052.32
2016/5/23,440.551,442.892,443.15,437.996,5542.63,184348,4,1304.9,1298.2,1304.9,1304.9,60,-0.0008,48.459999,48.080002,48.5,47.400002,475453,16.33,15.82,16.47,15.4,2048.04
2016/5/24,444.489,440.551,444.756,440.551,6001,184348,4,1282.7,1276,1282.7,1282.7,20,-0.017,48.080002,48.619999,49.27,47.639999,475965,16.03,14.42,16.06,14.36,2076.06
2016/5/25,447.035,444.489,447.07,443.761,6037.6,247841,4,1277.4,1270.7,1277.4,1277.4,10,-0.0041,49.09,49.560001,49.75,48.650002,550501,14.19,13.9,14.33,13.64,2090.54
2016/5/26,448.278,447.035,449.979,446.784,5587.71,247841,4,1273.6,1266.9,1273.6,1273.6,0,-0.003,49.700001,49.48,50.209999,49.220001,488465,13.8,13.43,14.11,13.43,2090.1
2016/5/27,467.262,448.278,472.481,448.076,9644.73,247841,4,1267.6,1260.9,1267.6,1267.6,63740,-0.0047,49.310001,49.330002,49.599998,48.689999,406386,13.49,13.12,13.76,13.04,2099.06
2016/5/31,537.23299,529.917,541.783,525.332,8448.61,215249,4,1269.3,1262.6,1269.3,1269.3,6430,0.0471,49.540001,49.099998,50.099998,48.810001,476988,13.94,14.19,15,13.45,2096.95
2016/6/1,528.04999,537.23299,546.85299,519.93,5478.68,215249,5,1267.2,1260.5,1267.2,1267.2,2720,-0.0017,48.82,49.009998,49.25,47.75,568839,14.45,14.2,15.25,14.18,2099.33
2016/6/2,538.568,528.04999,543.62799,527.587,6248.35,215249,5,1264.9,1258.2,1264.9,1264.9,1630,-0.0018,48.900002,49.169998,49.470001,47.970001,564846,14.42,13.63,14.92,13.62,2105.26
2016/6/3,537.185,538.568,541.056,532.68599,10135.11,234669,5,1294.6,1287.9,1294.6,1294.6,0,0.0235,49.040001,48.619999,49.41,48.330002,481034,13.78,13.47,14.66,12.9,2099.13
2016/6/6,578.84899,579.343,582.309,568.327,6635.45,221171,5,1299.4,1292.7,1299.4,1299.4,1140,0.0037,48.880001,49.689999,49.900002,48.709999,450472,13.84,13.65,14.27,13.42,2109.41
2016/6/7,585.399,578.84899,590.98299,578.555,9110.13,221171,5,1298.8,1292.1,1298.8,1298.8,280,-0.0005,49.709999,50.360001,50.529999,49.439999,542254,12.77,14.05,14.05,12.72,2112.13
2016/6/8,576.226,585.399,588.682,565.165,5751.01,221171,5,1314,1307.3,1314,1314,410,0.0117,50.41,51.23,51.619999,50.32,656416,13.84,14.08,14.27,13.7,2119.12
2016/6/9,580.43599,576.226,583.989,573.546,4719.51,236353,5,1324.4,1317.7,1324.4,1324.4,380,0.0079,51.450001,50.560001,51.669998,50.23,560723,14.01,14.64,14.85,13.99,2115.48
2016/6/10,574.953,580.43599,581.56899,572.042,5432.41,236353,5,1327.7,1321,1327.7,1327.7,10,0.0025,50.470001,49.07,50.73,48.799999,596119,14.89,17.03,17.33,14.85,2096.07
2016/6/13,682.226,633.205,685.275,628.08999,15500.22,210711,5,1337.7,1331.6,1337.7,1337.7,330,0.0075,48.849998,48.880001,49.279999,48.16,506036,18.24,20.97,21.01,17.89,2079.06
2016/6/14,695.155,682.226,719.847,673.396,12050.21,210711,5,1335.2,1329.1,1335.2,1335.2,550,-0.0019,48.52,48.490002,48.689999,47.84,456144,21.28,20.5,22.16,20.27,2075.32
2016/6/15,685.442,695.155,695.763,661.601,7656.06,259202,5,1335,1329.2,1335,1335,0,-0.0001,47.900002,48.009998,48.720001,47.279999,527870,20.25,20.14,20.45,18.63,2071.5
2016/6/16,732.357,685.442,732.692,673.249,16649.33,259202,5,1345.6,1339.8,1345.6,1345.6,250,0.0079,47.450001,46.209999,47.75,45.91,507910,20.8,19.37,22.89,19.24,2077.99
2016/6/17,773.25,732.357,776.642,725.895,13928.19,259202,5,1342.9,1337.1,1342.9,1342.9,130,-0.002,45.990002,47.98,48.290001,45.830002,226653,19.42,19.41,20.03,18.71,2071.22
2016/6/20,758.903,747.831,765.929,742.566,9099.01,235317,5,1344.2,1337.7,1344.2,1344.2,50,0.001,48.290001,49.369999,49.419998,48.139999,98293,17.42,18.37,18.55,16.59,2083.25
2016/6/21,702.696,758.903,763.019,683.746,25171.26,248164,5,1324.6,1318.1,1324.6,1324.6,130,-0.0146,49.139999,48.849998,49.32,48.16,475407,17.67,18.48,18.96,16.91,2088.9
2016/6/22,657.013,702.696,713.289,631.72399,14351.89,248164,5,1322.1,1315.6,1322.1,1322.1,50,-0.0019,50.220001,49.130001,50.540001,48.400002,569939,18.26,21.17,21.22,17.83,2085.45
2016/6/23,581.249,657.013,677.105,551.91599,21194.12,248164,5,1317.7,1311.2,1317.7,1317.7,220,-0.0033,49.080002,50.110001,50.23,49.080002,401885,19.54,17.25,19.79,17.25,2113.32
2016/6/24,657.08999,581.249,658.43999,560.331,18903.55,237625,5,1376.8,1370.3,1376.8,1376.8,690,0.0449,50.299999,47.639999,50.450001,46.700001,649446,26.06,25.76,26.24,19.48,2037.41
2016/6/27,644.091,657.22399,659.692,615.775,6616.65,217029,5,1378.8,1372.3,1378.8,1378.8,90,0.0015,47.810001,46.330002,47.959999,45.830002,504613,24.38,23.85,26.72,22.93,2000.54
2016/6/28,655.94399,644.091,661.35299,626.16099,5798.99,217029,5,1372.2,1365.7,1372.2,1372.2,20,-0.0048,46.59,47.849998,48.18,46.540001,498851,21.76,18.75,22.07,18.75,2036.09
2016/6/29,634.357,655.94399,656.006,624.768,6421.22,217029,5,1381.4,1374.9,1381.4,1381.4,410,0.0067,48.060001,49.880001,50,47.98,511476,18.12,16.64,18.27,16.48,2070.77
2016/6/30,635.093,634.357,642.485,627.687,7731.39,231960,5,1375,1368.5,1375,1375,560,-0.0046,49.549999,48.330002,49.619999,48.169998,508736,16.91,15.63,16.99,15.29,2098.86
2016/7/1,683.293,635.093,684.652,634.987,6673.16,231960,3,1394.3,1387.8,1394.3,1394.3,0,0.014,48.380001,48.990002,49.299999,47.900002,405187,15.59,14.77,15.86,14.61,2102.95
2016/7/5,679.351,670.741,682.394,667.5,5141.85,177127,3,1414.4,1407.9,1414.4,1414.4,0,0.0462,49.110001,46.599998,49.349998,46.330002,609194,16.05,15.58,16.62,15.49,2088.55
2016/7/6,676.872,679.351,679.466,662.218,5543.33,214691,3,1422.8,1416.3,1422.8,1422.8,0,0.0059,46.830002,47.43,47.950001,45.919998,607663,15.87,14.96,17.04,14.96,2099.73
2016/7/7,671.814,676.872,680.231,666.93,12156.93,214691,3,1415,1409.3,1415,1415,210,-0.0055,47.880001,45.139999,48.25,44.869999,710893,14.8,14.76,15.98,14.33,2097.9
2016/7/8,640.476,671.814,672.906,611.258,10981.41,214691,3,1412,1406.3,1412,1412,250,-0.0021,45.189999,45.41,45.970001,44.77,583078,14.64,13.2,14.75,13.19,2129.9
2016/7/11,656.747,649.356,660.439,639.618,4630.65,185405,3,1411.3,1405.6,1411.3,1411.3,30,-0.0005,45.07,44.759998,45.77,44.419998,533657,13.25,13.54,13.67,13,2137.16
2016/7/12,648.136,656.747,658.50699,644.754,10423.17,219034,3,1390.7,1385,1390.7,1390.7,250,-0.0146,44.580002,46.799999,46.93,44.509998,658257,12.93,13.55,13.93,12.75,2152.14
2016/7/13,663.443,648.136,675.067,646.54,21618.43,219034,3,1399,1393.3,1399,1399,0,0.006,46.580002,44.75,46.709999,44.560001,686245,13.32,13.04,13.79,12.92,2152.43
2016/7/14,654.018,663.443,668.759,651.567,4955.76,219034,3,1387.7,1382,1387.7,1387.7,20,-0.0081,45.139999,45.68,45.799999,44.950001,573761,12.5,12.82,13.37,12.14,2163.75
2016/7/15,663.638,654.018,665.29099,651.486,4686.98,216081,3,1383.5,1377.8,1383.5,1383.5,50,-0.003,45.52,45.950001,46.330002,45.049999,430256,13.12,12.67,13.22,12.27,2161.74
2016/7/18,681.239,665.113,681.599,663.809,4582.8,222835,3,1385.4,1379.7,1385.4,1385.4,50,0.0014,46.119999,45.240002,46.139999,44.860001,211393,12.75,12.44,13.12,12.33,2166.89
2016/7/19,673.832,681.239,682.19,667.44399,3733.43,222835,3,1392.3,1384.9,1392.3,1392.3,350,0.005,45.23,44.650002,45.669998,44.529999,128127,12.53,11.97,12.83,11.94,2163.78
2016/7/20,673.008,673.832,674.756,667.426,3486.04,222835,3,1379.7,1372.3,1379.7,1379.7,750,-0.009,44.59,44.939999,45.25,43.689999,541014,11.94,11.77,11.97,11.4,2173.02
2016/7/21,662.034,673.008,673.852,659.693,3919.21,217606,3,1392.2,1384.8,1392.2,1392.2,320,0.0091,45.650002,44.75,46.09,44.52,432972,11.8,12.74,13.06,11.69,2165.17
2016/7/22,666.747,662.034,667.197,662.034,7254.06,217606,3,1385.5,1378.1,1385.5,1385.5,60,-0.0048,44.599998,44.189999,44.970001,43.740002,428407,12.8,12.02,12.88,11.97,2175.03
2016/7/25,660.284,654.895,663.918,652.583,3970.26,183890,3,1381.3,1373.9,1381.3,1381.3,550,-0.003,44.200001,43.130001,44.369999,42.970001,389837,12.64,12.87,13.72,12.39,2168.48
2016/7/26,655.418,660.284,661.306,653.12799,6215.23,183890,3,1382.6,1375.2,1382.6,1382.6,50,0.0009,43.07,42.919998,43.389999,42.360001,461324,12.88,13.05,13.5,12.8,2169.18
2016/7/27,650.82899,655.418,656.72799,644.65,5288.49,235603,3,1392,1384.1,1392,1392,0,0.0068,42.66,41.919998,43.200001,41.68,537390,12.61,12.83,13.74,12.5,2166.58
2016/7/28,656.91599,650.82899,659.51,647.92499,3888.88,235603,3,1402.8,1390.9,1402.8,1402.8,0,0.0049,41.93,41.139999,42.220001,41.040001,447913,12.51,12.72,13.52,12.36,2170.06
2016/7/29,655.427,656.91599,658.631,654.16099,4269.56,235603,3,1415.7,1407.8,1415.7,1415.7,6080,0.0121,41.119999,41.599998,41.669998,40.57,478763,12.85,11.87,12.9,11.77,2173.6
2016/8/1,621.37299,635.588,639.38199,616.048,7951.79,199484,3,1416.2,1408.3,1416.2,1416.2,0,0.0004,41.349998,40.060001,41.880001,39.82,533020,11.89,12.44,12.98,11.86,2170.84
2016/8/2,601.227,621.37299,627.068,600.741,14299.83,251098,3,1429.4,1421.5,1429.4,1429.4,50,0.0093,40.080002,39.509998,40.91,39.259998,534512,12.39,13.37,14.24,12.35,2157.03
2016/8/3,555.926,601.227,608.707,484.59125,20710.53,251098,3,1423.9,1416,1423.9,1423.9,720,-0.0038,39.700001,40.830002,41.200001,39.189999,655186,13.53,12.86,13.91,12.73,2163.79
2016/8/4,578.52374,555.926,583.28,549.404,9496.02,251098,3,1427.9,1420,1427.9,1427.9,380,0.0028,41.16,41.93,42.080002,40.43,598836,12.73,12.42,12.98,11.79,2164.25
2016/8/5,570.33875,578.52374,582.65125,560.745,5558.28,228244,3,1407.9,1400,1407.9,1407.9,1110,-0.014,41.84,41.799999,42.099998,41.060001,550189,12.08,11.39,12.26,11.18,2182.87
2016/8/8,589.66125,588.51625,597.40125,584.45375,3721.63,235295,3,1405.3,1397.4,1405.3,1405.3,590,-0.0018,41.990002,43.02,43.389999,41.810001,562530,11.66,11.5,11.78,11.41,2180.89
2016/8/9,586.715,589.66125,593.3025,584.82,4827.98,235295,3,1409.9,1402.7,1409.9,1409.9,0,0.0038,42.830002,42.77,43.52,42.470001,624703,11.4,11.66,11.92,11.02,2181.74
2016/8/10,585.23875,586.715,589.6925,583.09124,9234,235295,3,1415.6,1407.7,1415.6,1415.6,110,0.0035,42.740002,41.709999,43.389999,41.419998,676148,11.55,12.05,12.5,11.37,2175.49
2016/8/11,594.81625,585.23875,599.85625,584.30625,5030.02,254515,3,1414,1406.1,1414,1414,670,-0.0011,41.48,43.490002,43.860001,41.099998,682235,11.93,11.68,12.11,11.38,2185.79
2016/8/12,581.9625,594.81625,597.4775,581.95,3855.08,254515,3,1406.8,1398.9,1406.8,1406.8,110,-0.0051,43.459999,44.490002,44.779999,43.310001,536081,11.61,11.55,12,11.28,2184.05
2016/8/15,571.9625,581.65,583.6775,563.79625,4407.58,200174,3,1410.6,1402.7,1410.6,1410.6,0,0.0027,44.740002,45.740002,45.93,44.380001,522526,11.81,11.81,12.17,11.58,2190.15
2016/8/16,567.60749,571.9625,574.4025,560.2025,4584.07,200174,3,1410.7,1411.1,1410.7,1410.7,0,0.006,45.59,46.580002,46.73,45.34,550440,12.04,12.64,12.78,11.87,2178.15
2016/8/17,575.54125,567.60749,580.51125,565.45375,4431.2,238003,3,1410.6,1402.7,1410.6,1410.6,140,-0.0059,46.369999,46.790001,46.950001,45.84,563354,12.57,12.19,13.71,12.14,2182.22
2016/8/18,572.37249,575.54125,578.29375,568.47875,3833.7,238003,3,1419.1,1411.2,1419.1,1419.1,140,0.006,46.900002,48.220001,48.380001,46.630001,229277,12.2,11.43,12.53,11.42,2187.02
2016/8/19,573.01625,572.37249,576.16375,571.34375,3838.87,238003,3,1408,1400.1,1408,1408,200,-0.0078,48.330002,48.52,48.75,47.93,162438,11.67,11.34,12.28,11.33,2183.87
2016/8/22,579.6675,581.35375,583.9475,579.02125,4431.22,208224,3,1405.2,1397.3,1405.2,1405.2,120,-0.002,48.400002,47.049999,48.400002,46.75,515256,12.53,12.27,13.02,11.94,2182.64
2016/8/23,585.5075,579.6675,586.18375,578.4525,5095.11,239021,3,1407.8,1399.9,1407.8,1407.8,550,0.0019,47.389999,48.099998,48.32,46.59,623904,12.15,12.38,12.44,11.72,2186.9
2016/8/24,577.98749,585.5075,586.71875,577.52374,3811.25,239021,3,1389,1382.5,1389,1389,0,-0.0124,47.59,46.77,47.740002,46.450001,603495,12.7,13.45,14.01,12.3,2175.44
2016/8/25,574.5825,577.98749,580.37625,573.33124,4119.58,239021,3,1384.4,1376.1,1384.4,1384.4,0,-0.0046,46.799999,47.330002,47.459999,46.419998,458816,13.62,13.63,14.09,13.29,2172.47
2016/8/26,575.0625,574.5825,576.49625,573.095,3331.47,226767,3,1383.2,1375.3,1383.2,1383.2,140,-0.0006,47.369999,47.639999,48.459999,46.939999,558344,13.54,13.65,14.93,12.13,2169.04
2016/8/29,574.49749,568.78875,575.36375,568.36875,4541.78,225282,3,1384.4,1376.5,1384.4,1384.4,40,0.0009,47.220001,46.98,47.279999,46.619999,309254,14.09,12.94,14.43,12.9,2180.38
2016/8/30,571.94125,574.49749,574.68499,571.23375,4160.45,225282,3,1374.5,1366.6,1374.5,1374.5,710,-0.0072,46.98,46.349998,47.490002,46.209999,464449,12.94,13.12,13.6,12.7,2176.12
2016/8/31,573.78125,571.94125,576.8825,571.36,4385.72,225282,3,1367.9,1360,1367.9,1367.9,210,-0.0048,46.240002,44.700001,46.41,44.509998,549007,13.14,13.42,14.34,12.97,2170.95
2016/9/1,572.96,573.78125,573.845,570.80125,5080.94,237466,3,1372.6,1364.9,1372.6,1372.6,230,0.0034,44.849998,43.16,45.080002,43,605003,13.07,13.48,14.61,12.99,2170.86
2016/9/2,570.1,572.96,572.96,568.85749,4869.74,237466,3,1385.3,1377.6,1385.3,1385.3,60,0.0093,43.549999,44.439999,44.669998,43.16,576915,13.47,11.98,13.9,11.9,2179.98
2016/9/6,604.465,606.0525,607.93625,600.43875,4143.07,183244,3,1411.1,1403.4,1411.1,1411.1,50,0.0601,44.150002,44.830002,46.529999,43.84,932145,12.42,12.02,12.93,11.85,2186.48
2016/9/7,609.4325,604.465,611.45,604.29499,4593.72,250809,3,1407.1,1399.4,1407.1,1407.1,10,-0.0028,44.849998,45.5,46.169998,44.549999,572884,11.89,11.94,12.45,11.77,2186.16
2016/9/8,613.67499,609.4325,615.32375,607.25,5252.72,250809,3,1400.2,1392.5,1400.2,1400.2,30,-0.0049,46.119999,47.619999,47.75,45.77,761943,11.74,12.51,12.6,11.65,2181.3
2016/9/9,623.6,613.67499,628.74875,613.13375,4453.85,250809,3,1393.1,1385.4,1393.1,1393.1,40,-0.0051,47.360001,45.880001,47.360001,45.560001,688191,12.52,17.5,17.54,12.52,2127.81
2016/9/12,604.8275,622.03375,628.5025,595.42875,3922.28,193320,3,1384.4,1376.7,1384.4,1384.4,180,-0.0062,45.57,46.290001,46.509998,44.720001,745016,20.13,15.16,20.51,14.76,2159.04
2016/9/13,607.03625,604.8275,607.97625,603.085,3853.46,239886,3,1380.8,1373.1,1380.8,1380.8,250,-0.0026,46.060001,44.900002,46.130001,44.77,657775,15.98,17.85,18.97,15.83,2127.02
2016/9/14,606.885,607.03625,608.9475,605.16875,3746.32,239886,3,1386.7,1375.6,1386.7,1379.2,10,0.0018,45,43.580002,45.330002,43.419998,705861,17.63,18.14,18.14,16.34,2125.77
2016/9/15,606.8975,606.885,609.62625,606.7825,3809.3,239886,3,1379.3,1367.2,1379.3,1378,0,-0.0061,43.700001,43.91,44.34,43.259998,537185,17.97,16.3,18.07,15.74,2147.26
2016/9/16,605.52125,606.8975,608.47125,604.6625,4232.67,211128,3,1367.1,1359.4,1367.1,1367.1,0,-0.0057,43.709999,43.029999,43.75,42.740002,231191,16.41,15.37,17.1,15.28,2139.16
2016/9/19,609.37249,605.08,609.58624,604.63874,3011.09,223540,3,1374.4,1366.7,1374.4,1374.4,20,0.0053,43.18,43.299999,44.150002,43.119999,129857,15.14,15.53,15.96,14.6,2139.12
2016/9/20,606.7175,609.37249,609.73749,606.1675,4275.58,223540,3,1374.7,1367.1,1374.7,1374.7,100,0.0002,43.130001,43.439999,44.049999,42.549999,694130,14.98,15.92,16.09,14.69,2139.76
2016/9/21,595.93375,606.7175,608.43625,590.86625,5205.29,223540,3,1388.3,1380.7,1388.3,1388.3,80,0.0099,44.5,45.34,45.650002,44.5,585987,15.07,13.3,15.65,12.98,2163.12
2016/9/22,596.225,595.93375,596.92625,593.39125,3983.13,231227,3,1399.2,1392.1,1399.2,1399.2,20,0.0079,45.619999,46.32,46.52,45.52,521680,13.39,12.02,13.39,11.76,2177.18
2016/9/23,595.0175,596.225,596.54625,593.74875,3773.33,231227,3,1396,1389,1396,1396,40,-0.0023,46.07,44.48,46.549999,44.220001,718395,12,12.29,12.58,11.93,2164.69
2016/9/26,598.9075,601.36875,601.9775,597.65,4220.87,195642,3,1398.6,1391.8,1398.6,1398.6,30,0.0019,44.619999,45.93,46.200001,44.43,527119,13.26,14.5,14.63,13.26,2146.1
2016/9/27,605.0175,598.9075,607.55125,598.47875,4356.03,195642,3,1384.4,1377.8,1384.4,1384.4,50,-0.0102,45.619999,44.669998,45.959999,44.189999,630757,13.36,13.1,14.76,12.97,2159.93
2016/9/28,602.885,605.0175,607.3175,601.39374,3650.93,234995,3,1376.7,1370.4,1376.7,1376.7,30,-0.0056,44.959999,47.049999,47.450001,44.349998,1008434,12.9,12.39,13.57,12.24,2171.37
2016/9/29,603.58124,602.885,604.315,602.27374,4060.87,234995,3,1379.1,1372.8,1379.1,1379.1,6110,0.0017,47.200001,47.830002,48.32,46.599998,702649,12.53,14.02,15.69,12.14,2151.13
2016/9/30,604.52125,603.58124,606.02374,602.48375,4626.36,234995,3,1383.5,1364.1,1383.5,1383.5,0,-0.0063,47.759998,48.240002,48.299999,47.040001,496515,14.91,13.29,15.2,12.53,2168.27
2016/10/3,611.88874,613.23749,613.38,608.275,4282.64,213930,3,1365.9,1359.6,1365.9,1365.9,300,-0.0033,48.040001,48.810001,49.02,47.779999,458021,13.75,13.57,14.42,13.42,2161.2
2016/10/4,609.495,611.88874,612.61375,608.6325,4959.1,264662,3,1322.1,1315.8,1322.1,1322.1,1890,-0.0321,48.650002,48.689999,49.259998,48.259998,513710,13.4,13.63,14.57,12.92,2150.49
2016/10/5,608.125,609.495,610.1575,607.68125,4427.98,264662,3,1321.3,1315,1321.3,1321.3,250,-0.0006,49.259998,49.830002,49.970001,49.099998,520070,13.56,12.99,13.68,12.7,2159.73
2016/10/6,610.57,608.125,612.785,607.91125,3868.36,264662,3,1305.5,1299.2,1305.5,1305.5,110,-0.012,49.650002,50.439999,50.630001,49.330002,547915,13.11,12.84,13.84,12.8,2160.77
2016/10/7,610.23375,610.57,611.61249,609.8025,5081.4,266324,3,1304.5,1298.2,1304.5,1304.5,170,-0.0008,50.59,49.810001,50.740002,49.400002,618809,13.52,13.48,14.15,12.21,2153.74
2016/10/11,618.3275,615.91625,618.35749,613.8225,6127.14,222996,3,1309.5,1303.2,1309.5,1309.5,30,-0.0033,51.099998,50.790001,51.540001,50.389999,765608,13.71,15.36,16.47,13.69,2136.73
2016/10/12,637.21624,618.3275,640.89874,618.3275,4493.04,222996,3,1307.7,1301.4,1307.7,1307.7,130,-0.0014,50.84,50.18,51.169998,49.889999,533884,15.53,15.91,16.34,15.26,2139.18
2016/10/13,637.73625,637.21624,638.90125,634.06625,3867.82,229703,3,1312.3,1306,1312.3,1312.3,320,0.0035,50,50.439999,50.59,49.360001,740676,16.88,16.69,17.95,16.14,2132.55
2016/10/14,635.88375,637.73625,637.75375,633.81625,4411.45,229703,3,1310.4,1304.1,1310.4,1310.4,310,-0.0014,50.580002,50.349998,51.139999,49.900002,519431,16.49,16.12,16.5,15.25,2132.98
2016/10/17,636.635,638.605,641.1525,636.58624,3898.77,197876,3,1311.8,1305.5,1311.8,1311.8,40,0.0011,50.23,49.939999,50.580002,49.470001,418723,17.01,16.21,17.11,16.13,2126.5
2016/10/18,637.01625,636.635,638.62625,635.86249,4078.62,197876,3,1318.6,1312.3,1318.6,1318.6,10,0.0052,50.040001,50.290001,50.779999,49.759998,192803,15.82,15.28,15.85,15.03,2139.6
2016/10/19,634.605,637.01625,637.76374,632.7675,4495.62,199083,3,1325.2,1319,1325.2,1325.2,220,0.005,50.77,51.599998,51.93,50.689999,132427,15.45,14.41,15.68,13.87,2144.29
2016/10/20,626.36875,634.605,636.36249,625.27625,4066.85,199083,3,1323.5,1317.3,1323.5,1323.5,420,-0.0013,51.400002,50.43,51.580002,50.25,548947,14.43,13.75,14.72,13.74,2141.34
2016/10/21,629.61249,626.36875,629.91,626.36625,4216.33,199083,3,1323,1316.8,1323,1323,220,-0.0004,50.66,50.849998,51.02,50.209999,551300,14.04,13.34,14.53,13.27,2141.16
2016/10/24,647.69375,650.895,653.49375,645.91999,3631.3,216708,3,1317.2,1311,1317.2,1317.2,40,-0.0044,50.849998,50.52,50.98,49.619999,623398,13.19,13.02,13.26,12.83,2151.33
2016/10/25,652.235,647.69375,652.84124,645.49375,4776.95,237030,3,1331.6,1323.9,1331.6,1331.6,60,0.0109,50.490002,49.959999,50.93,49.27,553778,12.91,13.46,13.86,12.73,2143.16
2016/10/26,657.05625,652.235,658.86749,646.6925,5829.22,237030,3,1324.6,1316.9,1324.6,1324.6,280,-0.0053,49.310001,49.18,50.099998,48.869999,679320,13.66,14.24,14.8,13.66,2139.43
2016/10/27,684.3775,657.05625,685.21375,656.39125,6528.32,237030,3,1330,1322.1,1330,1330,0,0.0041,49.220001,49.720001,50.060001,49,543173,14.37,15.36,15.43,13.6,2133.04
2016/10/28,684.2975,684.3775,686.73,678.02125,4606.4,250876,3,1337.1,1329.2,1337.1,1337.1,560,0.0053,49.610001,48.700001,49.810001,48.419998,550081,15.67,16.19,17.35,14.65,2126.41
2016/10/31,693.89625,704.91,709.9875,682.08375,4483.62,241778,3,1333.7,1325.8,1333.7,1333.7,60,-0.0025,48.25,46.860001,48.740002,46.630001,649237,16.31,17.06,17.63,16.25,2126.15
2016/11/1,708.955,693.89625,710.44125,693.4425,6901.4,241778,4,1348,1340.6,1348,1348,150,0.0107,46.77,46.669998,47.349998,46.200001,834989,16.54,18.56,20.43,16.51,2111.72
2016/11/2,725.6925,708.955,735.8275,707.8325,4900.69,241778,4,1368,1360.6,1368,1368,30,0.0148,46.32,45.34,46.470001,44.959999,674322,19.09,19.32,19.82,18.56,2097.94
2016/11/3,741.84875,725.6925,744.01875,719.6325,10308.26,271998,4,1363.8,1356.4,1363.8,1363.8,70,-0.0031,45.48,44.66,45.900002,44.369999,540439,19.85,22.08,22.57,18.84,2088.66
2016/11/4,701.21875,741.84875,744.89375,673.73125,5339.37,271998,4,1365.7,1358.3,1365.7,1365.7,10,0.0014,44.630001,44.07,44.869999,43.57,736685,21.86,22.51,23.01,19.2,2085.18
2016/11/7,705.47125,705.47875,714.55875,699.865,4063.11,225786,4,1340.4,1333,1340.4,1340.4,30,-0.0185,44.450001,44.889999,45.009998,44.110001,605733,19.78,18.71,19.86,18.39,2131.52
2016/11/8,706.13375,705.47125,707.58875,700.03,4426.48,225786,4,1336.2,1328.8,1336.2,1336.2,50,-0.0031,44.970001,44.98,45.389999,44.41,669639,18.92,18.74,19.91,17.7,2139.56
2016/11/9,728.36125,706.13375,729.0725,701.9975,11991.35,270095,4,1334,1328.3,1334,1334,0,-0.0004,44.82,45.27,45.950001,43.07,946512,20.7,14.38,21.48,14.33,2163.26
2016/11/10,719.2525,728.36125,738.985,717.07875,4382.38,270095,4,1326.6,1319.2,1326.6,1326.6,60,-0.0068,45.310001,44.66,45.639999,44.25,686338,14.01,14.74,16.3,13.26,2167.48
2016/11/14,704.62125,694.72125,704.65,686.0225,4797.58,228886,4,1286.9,1278.7,1286.9,1286.9,0,0.0033,43.200001,43.32,43.810001,42.200001,704766,14.69,14.48,15.56,14.39,2164.2
