Date,BTC,Gold,Oil,VIX,SP500
2019-11-19,8205.81,1504.8,55.21,12.86,3120.18
2019-11-20,8118.49,1504.5,57.11,12.78,3108.46
2019-11-21,8074.84,1494.0,58.58,13.13,3103.54
2019-11-22,7612.74,1494.4,57.77,12.34,3110.29
2019-11-25,7041.73,1488.1,58.01,11.87,3133.64
2019-11-26,7211.86,1491.0,58.41,11.54,3140.52
2019-11-27,7141.07,1484.4,58.11,11.75,3153.63
2019-11-29,7390.21,1496.6,57.39,12.62,3140.98
2019-12-02,7381.96,1493.1,55.96,14.91,3113.87
2019-12-03,7333.43,1508.6,56.1,15.96,3093.2
2019-12-04,7315.37,1504.5,58.43,14.8,3112.76
2019-12-05,7213.73,1507.5,58.43,14.52,3117.43
2019-12-06,7398.79,1489.9,59.2,13.62,3145.91
2019-12-09,7550.24,1489.8,59.02,15.86,3135.96
2019-12-10,7333.1,1493.2,59.24,15.68,3132.52
2019-12-11,7239.76,1500.1,58.76,14.99,3141.63
2019-12-12,7198.07,1497.5,59.18,13.94,3168.57
2019-12-13,7190.27,1506.9,60.07,12.63,3168.8
2019-12-16,7112.73,1506.7,60.21,12.14,3191.45
2019-12-17,6883.5,1506.8,60.94,12.29,3192.52
2019-12-18,6584.03,1504.3,60.93,12.58,3191.14
2019-12-19,7424.02,1510.0,61.22,12.5,3205.37
2019-12-20,7147.57,1506.4,60.44,12.51,3221.22
2019-12-23,7236.99,1514.4,60.52,12.61,3224.01
2019-12-24,7166.17,1530.5,61.1,12.67,3223.38
2019-12-26,7212.81,1540.3,61.68,12.65,3239.91
2019-12-27,7183.71,1544.4,61.72,13.43,3240.02
2019-12-30,7385.46,1545.4,61.68,14.82,3221.29
2019-12-31,7251.28,1550.6,61.06,13.78,3230.78
2020-01-02,7174.74,1555.2,61.18,12.47,3257.85
2020-01-03,6955.49,1579.6,63.05,14.02,3234.85
2020-01-06,7347.43,1596.1,63.27,13.85,3246.28
2020-01-07,7713.86,1601.3,62.7,13.79,3237.18
2020-01-08,8039.6,1587.0,59.61,13.45,3253.05
2020-01-09,8067.61,1581.4,59.56,12.54,3274.7
2020-01-10,7808.7,1587.0,59.04,12.56,3265.35
2020-01-13,8149.31,1577.5,58.08,12.32,3288.13
2020-01-14,8116.96,1571.2,58.23,12.39,3283.15
2020-01-15,8735.14,1580.3,57.81,12.42,3289.29
2020-01-16,8843.68,1576.9,58.52,12.32,3316.81
2020-01-17,8711.64,1587.2,58.54,12.1,3329.62
2020-01-21,8652.68,1584.7,58.34,12.85,3320.79
2020-01-22,8708.79,1583.5,56.74,12.91,3321.75
2020-01-23,8635.07,1592.1,55.59,12.98,3325.54
2020-01-24,8384.09,1599.0,54.19,14.56,3295.47
2020-01-27,8562.31,1604.6,53.14,18.23,3243.63
2020-01-28,8881.96,1596.9,53.48,16.28,3276.24
2020-01-29,9131.11,1597.9,53.33,16.39,3273.4
2020-01-30,9320.98,1610.7,52.14,15.49,3283.66
2020-01-31,9545.08,1609.4,51.56,18.84,3225.52
2020-02-03,9385.26,1604.0,50.11,17.97,3248.92
2020-02-04,9269.71,1577.5,49.61,16.05,3297.59
2020-02-05,9177.89,1584.7,50.75,15.15,3334.69
2020-02-06,9625.46,1591.7,50.95,14.96,3345.78
2020-02-07,9681.38,1595.0,50.32,15.47,3327.71
2020-02-10,10132.71,1600.7,49.57,15.04,3352.09
2020-02-11,9838.9,1591.1,49.94,15.18,3357.75
2020-02-12,10236.64,1592.4,51.17,13.74,3379.45
2020-02-13,10364.93,1599.6,51.42,14.15,3373.94
2020-02-14,10218.1,1606.9,52.05,13.68,3380.16
2020-02-18,9636.62,1624.0,52.05,14.83,3370.29
2020-02-19,10190.0,1632.2,53.29,14.38,3386.15
2020-02-20,9701.04,1640.8,53.78,15.56,3373.23
2020-02-21,9631.48,1669.1,53.38,17.08,3337.75
2020-02-24,9919.55,1697.1,51.43,25.03,3225.89
2020-02-25,9640.47,1670.2,49.9,27.85,3128.21
2020-02-26,9392.87,1662.9,48.73,27.56,3116.39
2020-02-27,8787.98,1661.4,47.09,39.16,2978.76
2020-02-28,8785.0,1583.6,44.76,40.11,2954.22
2020-03-02,8548.95,1609.7,46.75,33.42,3090.23
2020-03-03,8923.04,1658.8,47.18,36.82,3003.37
2020-03-04,8791.11,1656.5,46.78,31.99,3130.12
2020-03-05,8756.96,1680.4,45.9,39.62,3023.94
2020-03-06,9078.58,1683.0,41.28,41.94,2972.37
2020-03-09,8166.31,1684.1,31.13,54.46,2746.56
2020-03-10,7875.75,1669.0,34.36,47.3,2882.23
2020-03-11,7959.23,1650.8,32.98,53.9,2741.38
2020-03-12,7955.31,1598.8,31.5,75.47,2480.64
2020-03-13,5800.21,1524.9,31.73,57.83,2711.02
2020-03-16,5355.19,1493.8,28.7,82.69,2386.13
2020-03-17,4944.7,1534.1,26.95,75.91,2529.19
2020-03-18,5465.58,1487.1,20.37,76.45,2398.1
2020-03-19,5363.82,1489.4,25.22,72.0,2409.39
2020-03-20,6301.06,1495.1,22.43,66.04,2304.92
2020-03-23,5884.34,1581.4,23.36,61.59,2237.4
2020-03-24,6455.45,1663.0,24.01,61.67,2447.33
2020-03-25,6784.32,1633.3,24.49,63.95,2475.56
2020-03-26,6706.99,1662.0,22.6,61.0,2630.07
2020-03-27,6721.5,1655.0,21.51,65.54,2541.47
2020-03-30,5922.49,1644.1,20.09,57.08,2626.65
2020-03-31,6483.74,1597.6,20.48,53.54,2584.59
2020-04-01,6446.42,1592.5,20.31,57.06,2470.5
2020-04-02,6537.34,1638.9,25.32,50.91,2526.9
2020-04-03,6850.56,1646.5,28.34,46.8,2488.65
2020-04-06,6805.36,1693.1,26.08,45.24,2663.68
2020-04-07,7278.24,1683.7,23.63,46.7,2659.41
2020-04-08,7175.67,1684.1,25.09,43.35,2749.98
2020-04-09,7367.29,1753.6,22.76,41.67,2789.82
2020-04-13,7043.44,1762.7,22.41,41.17,2761.63
2020-04-14,6889.86,1771.2,20.11,37.76,2846.06
2020-04-15,6887.55,1744.7,19.87,40.84,2783.36
2020-04-16,6718.8,1736.3,19.87,40.11,2799.55
2020-04-17,7166.58,1702.7,18.27,38.15,2874.56
2020-04-20,7185.87,1715.3,-37.63,43.83,2823.16
2020-04-21,6856.15,1692.1,10.01,45.41,2736.56
2020-04-22,6904.48,1743.5,13.78,41.98,2799.31
2020-04-23,7118.39,1751.0,16.5,41.38,2797.8
2020-04-24,7562.03,1741.7,16.94,35.93,2836.74
2020-04-27,7624.85,1731.4,12.78,33.29,2878.48
2020-04-28,7776.51,1731.2,12.34,33.57,2863.39
2020-04-29,7761.76,1722.4,15.06,31.23,2939.51
2020-04-30,8773.11,1704.9,18.84,34.15,2912.43
2020-05-01,8767.67,1712.0,19.78,37.19,2830.71
2020-05-04,8904.71,1725.9,20.39,35.97,2842.74
2020-05-05,8887.51,1728.0,24.56,33.61,2868.44
2020-05-06,8978.28,1704.4,23.99,34.12,2848.42
2020-05-07,9371.68,1743.7,23.55,31.44,2881.19
2020-05-08,9900.68,1735.2,24.74,27.98,2929.8
2020-05-11,8786.66,1720.9,24.14,27.57,2930.19
2020-05-12,8608.13,1728.0,25.78,33.04,2870.12
2020-05-13,8815.23,1737.3,25.29,35.28,2820.0
2020-05-14,9330.99,1762.0,27.56,32.61,2852.5
